Year,Port,Millions of Pounds,State
2007,,22.2,WA
2007,,21.1,VA
2007,,19.8,LA
2007,,19.5,AK
2007,,19.2,TX
2007,,17.4,TX
2007,,16.6,CA
2007,,15.8,AK
2007,,14.6,WA
2007,,14.3,MA
2007,,13.7,ME
2007,,13.7,LA
2007,,13.7,LA
2007,,13.5,WA
2007,,12.6,TX
2007,,11.7,MS
2007,,11.0,AK
2007,,10.8,NY
2007,,10.6,MA
2007,,10.2,AK
2007,,10.1,MD
2007,,10.1,FL
2007,,8.7,RI
2007,,8.5,CA
2007,,7.9,NJ
2007,,6.4,NC
2007,,6.3,FL
2007,,6.2,AK
2007,,6.2,FL
2007,,6.2,WA
2007,,6.2,FL
2007,,6.1,FL
2007,,6.0,AL
2007,,5.8,NY
2007,,5.0,WA
2007,,4.8,NC
2007,,4.7,WA
2007,,4.3,FL
2007,,4.2,OR
2007,,3.9,VA
2007,,3.9,SC
2007,,3.5,WA
2007,,3.1,FL
2007,,3.0,AK
2007,,2.9,CT
2007,,2.6,OR
2007,,2.5,WA
2007,,2.4,WA
2007,,2.4,NC
2007,,2.0,WA
2007,,1.8,WA
2007,,1.7,OR
2007,,1.0,WA
2006,,911.3,AK
2006,,400.7,LA
2006,,372.5,VA
2006,,332.8,AK
2006,,285.7,LA
2006,,212.1,MS
2006,,168.3,MA
2006,,164.5,CA
2006,,164.2,OR
2006,,141.3,WA
2006,,117.4,MA
2006,,105.7,AK
2006,,93.6,OR
2006,,66.3,NJ
2006,,59.3,CA
2006,,58.2,ME
2006,,58.2,AK
2006,,50.3,AK
2006,,46.9,AK
2006,,46.0,RI
2006,,45.8,AK
2006,,43.7,CA
2006,,40.8,WA
2006,,36.8,AK
2006,,36.8,NJ
2006,,36.2,ME
2006,,30.8,LA
2006,,30.5,TX
2006,,29.0,OR
2006,,28.0,AL
2006,,26.5,NC
2006,,25.8,NJ
2006,,25.7,LA
2006,,25.0,TX
2006,,23.4,ME
2006,,22.3,TX
2006,,22.0,TX
2006,,20.9,HI
2006,,19.0,AK
2006,,18.7,CA
2006,,18.1,WA
2006,,17.9,LA
2006,,17.8,CA
2006,,15.6,AK
2006,,14.4,WA
2006,,14.3,MA
2006,,13.2,FL
2006,,13.0,VA
2006,,11.9,FL
2006,,11.7,AK
2006,,10.9,NY
2006,,10.3,MD
2006,,10.3,RI
2006,,10.2,LA
2006,,9.9,FL
2006,,9.6,MS
2006,,8.1,LA
2006,,7.8,NJ
2006,,7.6,AK
2006,,7.4,MA
2006,,6.9,WA
2006,,6.9,CA
2006,,6.8,WA
2006,,6.7,FL
2006,,6.6,NC
2006,,6.4,FL
2006,,6.1,AK
2006,,6.1,NY
2006,,6.0,AL
2006,,5.9,TX
2006,,5.9,OR
2006,,5.7,FL
2006,,5.6,WA
2006,,5.1,CA
2006,,4.9,CA
2006,,4.7,FL
2006,,4.6,WA
2006,,4.3,NC
2006,,4.2,WA
2006,,4.1,VA
2006,,3.1,OR
2006,,3.0,CT
2006,,3.0,FL
2006,,2.7,SC
2006,,2.6,NC
2006,,2.4,WA
2006,,2.4,CA
2006,,2.3,WA
2006,,1.9,WA
2006,,1.9,OR
2006,,1.9,AK
2006,,1.7,WA
2005,,887.6,AK
2005,,464.0,LA
2005,,373.4,VA
2005,,337.2,AK
2005,,170.8,LA
2005,,164.7,OR
2005,,159.1,MS
2005,,153.4,MA
2005,,139.7,CA
2005,,124.2,MA
2005,,122.8,WA
2005,,111.2,AK
2005,,110.0,OR
2005,,105.3,AK
2005,,102.5,AK
2005,,94.9,AK
2005,,74.6,NJ
2005,,62.3,CA
2005,,60.5,AK
2005,,56.8,ME
2005,,42.6,LA
2005,,41.8,RI
2005,,38.1,AK
2005,,37.8,CA
2005,,34.6,ME
2005,,31.8,NJ
2005,,30.1,WA
2005,,27.2,NC
2005,,25.7,OR
2005,,24.8,NJ
2005,,24.2,LA
2005,,23.5,VA
2005,,23.2,LA
2005,,22.2,HI
2005,,20.1,TX
2005,,18.5,AK
2005,,17.9,AK
2005,,17.8,TX
2005,,17.7,LA
2005,,17.3,AL
2005,,17.0,WA
2005,,15.9,AK
2005,,15.5,ME
2005,,15.1,TX
2005,,14.9,CA
2005,,14.5,TX
2005,,14.0,FL
2005,,12.7,MA
2005,,12.4,NY
2005,,10.6,LA
2005,,10.4,WA
2005,,10.0,FL
2005,,9.4,MA
2005,,9.4,WA
2005,,8.6,FL
2005,,8.5,MS
2005,,8.0,MD
2005,,7.9,CA
2005,,7.7,LA
2005,,7.6,NJ
2005,,7.3,RI
2005,,7.0,CA
2005,,6.8,WA
2005,,6.8,NC
2005,,6.7,SC
2005,,6.2,FL
2005,,6.1,CA
2005,,5.8,WA
2005,,5.5,NY
2005,,5.1,CA
2005,,5.1,NC
2005,,5.1,AL
2005,,4.9,FL
2005,,4.8,WA
2005,,4.7,FL
2005,,4.7,VA
2005,,4.7,FL
2005,,4.5,WA
2005,,4.4,AK
2005,,3.9,AK
2005,,3.9,GA
2005,,3.6,OR
2005,,3.4,OR
2005,,2.8,FL
2005,,2.7,WA
2005,,2.3,WA
2005,,2.2,WA
2005,,2.0,WA
2005,,1.9,CA
2005,,1.8,OR
2005,,1.7,CA
2005,,1.1,AK
2005,,1.0,WA
2005,,1.0,WA
2004,,886.8,AK
2004,,400.5,VA
2004,,379.0,LA
2004,,317.4,AK
2004,,301.8,LA
2004,,243.1,LA
2004,,175.4,MA
2004,,162.8,MS
2004,,135.8,OR
2004,,114.1,MA
2004,,111.2,OR
2004,,102.6,AK
2004,,98.1,NJ
2004,,96.7,AK
2004,,92.6,AK
2004,,92.1,CA
2004,,91.2,WA
2004,,70.1,CA
2004,,62.4,ME
2004,,55.5,CA
2004,,50.0,RI
2004,,40.5,AK
2004,,40.4,LA
2004,,38.6,AK
2004,,37.3,AK
2004,,36.7,ME
2004,,34.7,VA
2004,,33.4,NJ
2004,,33.2,NJ
2004,,31.4,NC
2004,,31.1,WA
2004,,29.8,OR
2004,,28.2,AK
2004,,26.1,LA
2004,,23.5,WA
2004,,21.8,AK
2004,,19.4,TX
2004,,19.4,CA
2004,,19.1,AL
2004,,18.9,HI
2004,,18.7,TX
2004,,18.1,AK
2004,,17.8,LA
2004,,17.0,CA
2004,,16.3,MS
2004,,16.0,FL
2004,,16.0,TX
2004,,15.0,AK
2004,,14.5,LA
2004,,14.1,ME
2004,,13.8,MA
2004,,13.5,TX
2004,,12.5,LA
2004,,12.3,FL
2004,,12.3,NY
2004,,12.0,LA
2004,,10.4,WA
2004,,10.4,CA
2004,,9.4,FL
2004,,9.0,NC
2004,,8.8,LA
2004,,8.8,MA
2004,,8.6,NJ
2004,,8.6,FL
2004,,8.0,RI
2004,,7.9,CA
2004,,7.7,AK
2004,,7.7,WA
2004,,7.5,FL
2004,,7.2,FL
2004,,7.2,WA
2004,,7.1,WA
2004,,7.0,NC
2004,,6.5,NY
2004,,6.4,CA
2004,,6.2,OR
2004,,6.0,FL
2004,,6.0,AL
2004,,5.4,WA
2004,,5.2,SC
2004,,5.2,NC
2004,,4.8,WA
2004,,4.3,VA
2004,,3.7,OR
2004,,3.7,CA
2004,,3.4,WA
2004,,3.3,GA
2004,,3.2,AK
2004,,3.1,AK
2004,,3.0,OR
2004,,2.3,FL
2004,,2.2,CA
2004,,2.2,WA
2004,,2.1,WA
2004,,2.0,WA
2004,,1.9,WA
2004,,1.8,WA
2004,,1.1,AK
2003,,908.7,AK
2003,,400.0,LA
2003,,375.3,VA
2003,,325.2,LA
2003,,262.9,AK
2003,,259.0,LA
2003,,192.0,MS
2003,,155.5,MA
2003,,114.1,OR
2003,,88.9,AK
2003,,88.8,MA
2003,,88.7,CA
2003,,79.8,AK
2003,,75.7,WA
2003,,74.1,NJ
2003,,71.0,AK
2003,,69.8,OR
2003,,68.5,ME
2003,,44.7,RI
2003,,44.1,CA
2003,,43.6,AK
2003,,43.2,WA
2003,,40.5,CA
2003,,39.4,LA
2003,,38.1,NJ
2003,,37.5,NJ
2003,,34.6,AK
2003,,33.0,NC
2003,,31.7,ME
2003,,30.1,VA
2003,,25.5,AK
2003,,25.5,LA
2003,,24.7,OR
2003,,23.9,WA
2003,,23.2,AK
2003,,21.0,AK
2003,,19.9,ME
2003,,18.6,TX
2003,,18.5,AL
2003,,18.3,LA
2003,,17.9,TX
2003,,17.8,HI
2003,,17.5,TX
2003,,17.4,LA
2003,,17.4,MS
2003,,16.4,CA
2003,,15.8,FL
2003,,15.3,MA
2003,,13.1,WA
2003,,12.8,LA
2003,,12.5,FL
2003,,12.3,CA
2003,,12.1,LA
2003,,11.4,CA
2003,,10.9,NY
2003,,10.7,AK
2003,,10.0,CA
2003,,10.0,NC
2003,,9.7,NJ
2003,,9.1,MD
2003,,9.0,MA
2003,,8.8,CA
2003,,8.8,WA
2003,,8.4,TX
2003,,8.4,AK
2003,,8.3,FL
2003,,8.2,FL
2003,,7.5,LA
2003,,7.1,WA
2003,,7.1,WA
2003,,6.5,CT
2003,,6.5,NY
2003,,6.5,WA
2003,,6.0,SC
2003,,6.0,NC
2003,,6.0,WA
2003,,5.8,ME
2003,,5.8,OR
2003,,5.5,CA
2003,,5.2,LA
2003,,5.2,FL
2003,,5.1,FL
2003,,5.0,NC
2003,,5.0,GA
2003,,4.8,AK
2003,,4.5,OR
2003,,4.5,CT
2003,,4.1,AL
2003,,4.0,FL
2003,,4.0,SC
2003,,4.0,SC
2003,,3.3,CA
2003,,3.2,WA
2003,,3.2,FL
2003,,3.0,NC
2003,,3.0,VA
2003,,2.9,CA
2003,,2.7,NJ
2003,,2.3,CA
2003,,2.2,CA
2003,,1.8,WA
2003,,1.6,WA
2003,,1.3,WA
2003,,1.3,WA
2003,,1.2,OR
2003,,0.9,AK
2003,,0.8,AK
2002,,908.1,AK
2002,,398.9,LA
2002,,367.4,VA
2002,,358.5,LA
2002,,349.9,LA
2002,,250.4,AK
2002,,198.5,MS
2002,,170.1,CA
2002,,108.7,MA
2002,,106.9,OR
2002,,80.9,CA
2002,,78.5,MA
2002,,73.2,AK
2002,,69.6,AK
2002,,64.2,OR
2002,,62.5,WA
2002,,62.0,ME
2002,,60.1,NJ
2002,,59.2,AK
2002,,56.0,CA
2002,,53.7,AK
2002,,42.8,RI
2002,,42.7,LA
2002,,42.2,WA
2002,,41.2,NJ
2002,,38.2,AK
2002,,34.7,NJ
2002,,30.5,AK
2002,,29.9,VA
2002,,28.7,NC
2002,,26.0,LA
2002,,25.8,OR
2002,,25.6,LA
2002,,23.6,WA
2002,,22.0,ME
2002,,19.9,TX
2002,,19.6,AK
2002,,17.7,HI
2002,,17.5,FL
2002,,17.4,TX
2002,,17.1,AL
2002,,16.4,CA
2002,,15.5,LA
2002,,15.4,ME
2002,,15.4,MA
2002,,15.1,TX
2002,,15.1,LA
2002,,14.9,TX
2002,,14.8,CA
2002,,14.8,MS
2002,,14.4,LA
2002,,12.4,FL
2002,,12.1,CA
2002,,12.1,MD
2002,,12.0,AK
2002,,11.3,NY
2002,,11.1,NY
2002,,10.7,NC
2002,,9.8,AK
2002,,9.5,LA
2002,,9.2,FL
2002,,8.8,NJ
2002,,8.5,AK
2002,,8.5,WA
2002,,8.4,CA
2002,,8.1,MA
2002,,7.7,FL
2002,,7.3,ME
2002,,7.1,WA
2002,,7.0,WA
2002,,6.7,WA
2002,,6.4,AK
2002,,6.4,CA
2002,,6.4,NC
2002,,6.3,WA
2002,,6.3,WA
2002,,6.1,CA
2002,,5.9,CT
2002,,5.8,NC
2002,,5.8,SC
2002,,5.6,FL
2002,,5.2,TX
2002,,5.1,CT
2002,,5.0,NJ
2002,,4.9,GA
2002,,4.6,TX
2002,,4.5,FL
2002,,4.4,FL
2002,,4.4,OR
2002,,3.9,OR
2002,,3.8,AL
2002,,3.4,SC
2002,,3.1,WA
2002,,2.9,NC
2002,,2.9,FL
2002,,2.5,CA
2002,,2.3,VA
2002,,2.1,WA
2002,,1.7,AK
2001,,834.5,AK
2001,,488.0,VA
2001,,370.7,LA
2001,,324.1,LA
2001,,303.6,LA
2001,,285.5,AK
2001,,219.1,CA
2001,,196.0,MS
2001,,107.2,MA
2001,,104.8,CA
2001,,102.9,OR
2001,,93.2,OR
2001,,86.6,ME
2001,,78.4,MA
2001,,78.3,AK
2001,,66.4,NJ
2001,,64.4,AK
2001,,56.1,CA
2001,,51.2,AK
2001,,48.5,RI
2001,,46.2,LA
2001,,45.5,NJ
2001,,43.8,AK
2001,,36.1,WA
2001,,33.9,AK
2001,,32.2,NJ
2001,,31.9,NC
2001,,28.0,VA
2001,,27.0,AK
2001,,26.8,OR
2001,,24.7,ME
2001,,24.1,LA
2001,,23.3,LA
2001,,23.0,AK
2001,,22.4,ME
2001,,22.4,TX
2001,,20.1,WA
2001,,20.0,HI
2001,,18.6,TX
2001,,18.0,AL
2001,,17.1,MA
2001,,16.4,FL
2001,,16.1,TX
2001,,14.6,TX
2001,,14.6,MS
2001,,14.5,NY
2001,,14.4,AK
2001,,13.4,LA
2001,,13.2,MD
2001,,12.7,FL
2001,,12.4,LA
2001,,11.3,CA
2001,,10.8,LA
2001,,10.4,NJ
2001,,10.2,NY
2001,,9.9,AK
2001,,9.6,MA
2001,,9.6,WA
2001,,9.5,LA
2001,,9.5,CA
2001,,9.5,NC
2001,,9.0,CA
2001,,8.9,WA
2001,,8.8,CT
2001,,8.7,FL
2001,,8.2,FL
2001,,7.9,AK
2001,,7.8,LA
2001,,7.6,FL
2001,,7.5,CA
2001,,7.0,CA
2001,,6.5,TX
2001,,6.2,SC
2001,,6.2,FL
2001,,6.1,ME
2001,,6.0,AL
2001,,5.8,TX
2001,,5.6,TX
2001,,5.6,AK
2001,,5.3,CA
2001,,4.9,NC
2001,,4.7,CT
2001,,4.2,GA
2001,,4.0,FL
2001,,3.8,NJ
2001,,3.7,FL
2001,,3.7,OR
2001,,3.3,WA
2001,,3.1,SC
2001,,2.8,NC
2001,,2.6,VA
2001,,1.0,NY
2000,,699.8,AK
2000,,414.5,LA
2000,,396.2,LA
2000,,366.8,VA
2000,,321.7,LA
2000,,289.6,AK
2000,,254.7,CA
2000,,199.9,MS
2000,,162.2,CA
2000,,130.1,OR
2000,,102.3,OR
2000,,95.5,AK
2000,,89.9,MA
2000,,63.9,ME
2000,,63.1,AK
2000,,59.3,RI
2000,,58.9,NJ
2000,,57.3,AK
2000,,50.5,CA
2000,,50.4,NJ
2000,,48.2,LA
2000,,43.2,MA
2000,,38.2,NJ
2000,,37.5,WA
2000,,33.3,NC
2000,,32.3,AK
2000,,29.2,TX
2000,,28.6,AK
2000,,28.3,ME
2000,,27.0,HI
2000,,26.9,LA
2000,,23.0,AL
2000,,22.7,VA
2000,,20.2,LA
2000,,19.8,WA
2000,,19.2,OR
2000,,18.2,LA
2000,,18.1,MA
2000,,18.1,AK
2000,,18.0,WA
2000,,17.4,TX
2000,,17.0,TX
2000,,16.9,FL
2000,,15.9,ME
2000,,15.6,CA
2000,,15.5,LA
2000,,14.8,TX
2000,,14.2,MS
2000,,13.7,NY
2000,,13.7,CA
2000,,13.5,AK
2000,,13.3,LA
2000,,12.6,NY
2000,,12.0,NC
2000,,11.7,FL
2000,,11.4,LA
2000,,11.2,CA
2000,,10.9,CA
2000,,10.9,FL
2000,,10.3,FL
2000,,9.9,AK
2000,,9.6,MD
2000,,9.5,CT
2000,,9.1,NJ
2000,,8.6,NC
2000,,8.3,AK
2000,,7.9,FL
2000,,7.5,TX
2000,,7.4,LA
2000,,7.4,CA
2000,,7.3,NC
2000,,7.1,CA
2000,,6.9,SC
2000,,6.8,MA
2000,,6.7,AK
2000,,6.7,WA
2000,,6.7,TX
2000,,5.5,AL
2000,,4.5,FL
2000,,4.3,SC
2000,,4.2,GA
2000,,4.0,CT
2000,,3.9,NJ
2000,,3.8,WA
2000,,3.6,TX
2000,,3.5,FL
2000,,3.2,ME
2000,,3.2,FL
2000,,3.1,NC
2000,,3.0,SC
2000,,2.9,TX
2000,,2.9,NY
2000,,2.9,VA
2000,,2.6,CA
2000,,1.9,GA
2000,,1.5,AK
2000,,1.3,AK
1999,,678.3,AK
1999,,435.0,LA
1999,,406.0,LA
1999,,378.6,VA
1999,,369.0,LA
1999,,331.6,AK
1999,,250.5,MS
1999,,194.7,CA
1999,,159.4,AK
1999,,155.9,CA
1999,,137.0,LA
1999,,118.2,OR
1999,,99.2,AK
1999,,92.4,OR
1999,,86.2,MA
1999,,70.4,RI
1999,,64.0,NJ
1999,,62.3,AK
1999,,62.2,AK
1999,,55.6,ME
1999,,50.1,MA
1999,,42.0,LA
1999,,41.8,AK
1999,,41.2,NJ
1999,,40.7,CA
1999,,36.2,AK
1999,,35.8,ME
1999,,33.6,NC
1999,,33.4,NJ
1999,,30.6,HI
1999,,26.0,OR
1999,,25.6,WA
1999,,23.3,TX
1999,,23.2,AK
1999,,21.9,VA
1999,,21.2,WA
1999,,20.0,MA
1999,,19.8,FL
1999,,19.6,AK
1999,,19.0,LA
1999,,18.0,TX
1999,,17.8,AL
1999,,17.4,AK
1999,,16.0,LA
1999,,15.7,NC
1999,,14.3,CA
1999,,14.0,LA
1999,,13.4,MS
1999,,13.0,LA
1999,,12.9,NY
1999,,12.8,TX
1999,,12.1,CA
1999,,11.7,NY
1999,,11.1,FL
1999,,11.0,NC
1999,,10.9,MD
1999,,10.8,NC
1999,,10.5,WA
1999,,10.0,LA
1999,,9.8,NJ
1999,,9.7,FL
1999,,9.5,CA
1999,,8.9,TX
1999,,8.9,FL
1999,,8.3,FL
1999,,8.3,MA
1999,,8.0,LA
1999,,8.0,LA
1999,,7.9,CA
1999,,7.6,CT
1999,,7.6,AK
1999,,7.2,AK
1999,,7.0,CA
1999,,7.0,AK
1999,,6.8,SC
1999,,6.8,FL
1999,,6.5,WA
1999,,6.4,NJ
1999,,6.4,TX
1999,,6.2,OR
1999,,6.2,SC
1999,,5.9,TX
1999,,5.8,AK
1999,,5.7,CA
1999,,5.7,NY
1999,,5.4,CT
1999,,4.9,GA
1999,,4.9,VA
1999,,4.7,AL
1999,,4.1,FL
1999,,4.0,CA
1999,,3.9,FL
1999,,3.8,TX
1999,,3.5,WA
1999,,3.4,SC
1999,,3.2,ME
1999,,2.7,WA
1999,,2.5,ME
1998,,597.1,AK
1998,,509.0,VA
1998,,357.6,AK
1998,,328.0,LA
1998,,312.8,WA
1998,,257.4,LA
1998,,206.7,LA
1998,,193.2,MS
1998,,158.6,LA
1998,,150.9,CA
1998,,117.6,OR
1998,,107.1,MA
1998,,99.9,AK
1998,,93.9,NJ
1998,,91.9,MA
1998,,87.7,OR
1998,,75.4,RI
1998,,73.0,AK
1998,,46.5,ME
1998,,45.4,AK
1998,,45.0,AK
1998,,39.0,ME
1998,,37.3,NJ
1998,,36.7,NC
1998,,34.5,WA
1998,,34.1,AK
1998,,32.9,NJ
1998,,30.5,LA
1998,,28.3,HI
1998,,27.6,CA
1998,,24.8,VA
1998,,24.7,TX
1998,,24.0,WA
1998,,23.6,AL
1998,,22.9,CA
1998,,19.3,AK
1998,,19.0,AK
1998,,18.9,FL
1998,,18.7,AK
1998,,18.1,WA
1998,,17.9,AK
1998,,17.7,NC
1998,,17.6,LA
1998,,17.2,MA
1998,,16.3,TX
1998,,16.2,CA
1998,,14.7,NY
1998,,14.6,TX
1998,,14.6,TX
1998,,14.6,OR
1998,,14.4,FL
1998,,14.4,LA
1998,,14.1,MS
1998,,14.0,LA
1998,,12.8,CA
1998,,12.7,NY
1998,,12.6,NJ
1998,,12.4,LA
1998,,11.4,MD
1998,,10.9,FL
1998,,10.7,LA
1998,,10.6,NC
1998,,10.2,NC
1998,,9.1,CA
1998,,9.0,MA
1998,,8.9,FL
1998,,8.5,TX
1998,,8.2,CA
1998,,8.0,RI
1998,,8.0,NY
1998,,7.7,NJ
1998,,7.3,FL
1998,,7.3,TX
1998,,7.1,AK
1998,,7.0,MA
1998,,6.9,CA
1998,,6.8,SC
1998,,6.4,SC
1998,,6.4,FL
1998,,6.0,LA
1998,,5.9,LA
1998,,5.8,AK
1998,,5.6,CT
1998,,5.6,GA
1998,,5.6,WA
1998,,5.4,CA
1998,,5.4,LA
1998,,5.4,OR
1998,,5.3,CT
1998,,5.1,CA
1998,,4.9,AL
1998,,4.6,ME
1998,,4.6,CA
1998,,3.7,WA
1998,,3.5,FL
1998,,2.9,SC
1998,,2.8,ME
1998,,2.6,VA
1998,,2.5,GA
1998,,1.3,VA
1997,,587.8,AK
1997,,499.4,VA
1997,,395.9,LA
1997,,379.6,LA
1997,,336.1,WA
1997,,277.5,AK
1997,,270.8,LA
1997,,222.9,LA
1997,,168.2,CA
1997,,164.7,MS
1997,,114.8,OR
1997,,111.9,CA
1997,,107.7,OR
1997,,83.7,MA
1997,,81.5,MA
1997,,74.7,ME
1997,,74.5,RI
1997,,71.0,NJ
1997,,70.1,AK
1997,,68.3,ME
1997,,65.2,AK
1997,,59.4,AK
1997,,44.6,CA
1997,,41.5,AK
1997,,39.0,NJ
1997,,38.1,NC
1997,,36.5,AK
1997,,32.8,AK
1997,,32.7,CA
1997,,32.5,LA
1997,,32.4,NJ
1997,,31.3,WA
1997,,30.7,CA
1997,,29.4,CA
1997,,28.3,HI
1997,,24.8,WA
1997,,24.6,AK
1997,,24.2,VA
1997,,21.5,OR
1997,,21.3,AK
1997,,19.7,CA
1997,,18.8,FL
1997,,16.8,MA
1997,,15.1,LA
1997,,14.7,NC
1997,,13.9,LA
1997,,13.8,CA
1997,,13.8,TX
1997,,13.6,NY
1997,,13.6,NY
1997,,13.4,AK
1997,,13.3,MD
1997,,13.2,NC
1997,,13.1,WA
1997,,12.7,LA
1997,,12.5,TX
1997,,12.4,NC
1997,,12.1,AL
1997,,11.9,LA
1997,,11.5,TX
1997,,10.4,MA
1997,,10.3,FL
1997,,10.2,OR
1997,,9.9,NJ
1997,,9.9,NJ
1997,,9.5,TX
1997,,9.5,MS
1997,,9.4,FL
1997,,9.4,CA
1997,,8.1,RI
1997,,7.8,TX
1997,,7.7,FL
1997,,7.6,AK
1997,,7.1,SC
1997,,6.8,NY
1997,,6.5,WA
1997,,6.1,CA
1997,,6.1,LA
1997,,6.0,CA
1997,,5.8,TX
1997,,5.7,CT
1997,,5.7,GA
1997,,5.6,WA
1997,,5.6,FL
1997,,5.4,CT
1997,,5.4,LA
1997,,5.4,SC
1997,,5.3,ME
1997,,5.3,AK
1997,,5.3,ME
1997,,3.9,FL
1997,,3.9,AL
1997,,3.6,FL
1997,,3.5,CA
1997,,3.4,FL
1997,,3.3,WA
1997,,3.1,GA
1997,,3.1,SC
1997,,2.6,WA
1997,,1.2,VA
1997,,0.7,VA
1996,,584.4,VA
1996,,579.6,AK
1996,,316.5,LA
1996,,315.7,LA
1996,,241.2,WA
1996,,202.7,AK
1996,,199.0,LA
1996,,162.9,LA
1996,,156.9,CA
1996,,148.0,MS
1996,,138.9,CA
1996,,136.8,AK
1996,,115.0,OR
1996,,107.0,OR
1996,,105.0,AK
1996,,91.3,MA
1996,,82.6,NJ
1996,,78.3,ME
1996,,76.9,MA
1996,,63.4,RI
1996,,55.4,AK
1996,,52.7,ME
1996,,45.6,WA
1996,,43.4,NC
1996,,41.6,AK
1996,,40.9,NJ
1996,,38.3,LA
1996,,37.9,AK
1996,,32.0,AK
1996,,29.2,AK
1996,,26.4,CA
1996,,25.3,CA
1996,,25.1,AK
1996,,24.9,CA
1996,,24.0,OR
1996,,23.9,WA
1996,,23.7,FL
1996,,22.9,HI
1996,,22.9,VA
1996,,22.1,NJ
1996,,22.0,TX
1996,,21.8,AK
1996,,21.4,WA
1996,,21.2,FL
1996,,21.0,TX
1996,,20.4,AL
1996,,19.2,CA
1996,,18.0,RI
1996,,18.0,CA
1996,,17.8,MA
1996,,16.3,MD
1996,,15.7,NY
1996,,15.0,NC
1996,,14.2,NC
1996,,14.1,LA
1996,,14.0,NC
1996,,13.9,LA
1996,,13.8,CT
1996,,13.0,OR
1996,,13.0,TX
1996,,12.0,TX
1996,,12.0,WA
1996,,11.9,NJ
1996,,11.8,FL
1996,,11.0,TX
1996,,11.0,FL
1996,,10.9,CA
1996,,10.9,CA
1996,,10.1,LA
1996,,10.1,MA
1996,,9.9,NJ
1996,,9.4,NY
1996,,9.3,LA
1996,,9.2,MS
1996,,8.2,AK
1996,,7.7,NY
1996,,6.9,WA
1996,,6.9,SC
1996,,6.6,AK
1996,,6.5,NC
1996,,6.5,FL
1996,,6.0,LA
1996,,6.0,TX
1996,,5.7,LA
1996,,5.5,GA
1996,,5.4,CA
1996,,5.3,WA
1996,,5.1,WA
1996,,5.1,AL
1996,,4.8,SC
1996,,4.6,LA
1996,,3.5,ME
1996,,3.4,CA
1996,,3.0,GA
1996,,2.0,ME
1996,,1.1,VA
1996,,0.9,VA
1995,,704.5,VA
1995,,684.6,AK
1995,,362.4,AK
1995,,298.1,LA
1995,,280.0,LA
1995,,229.0,WA
1995,,179.2,LA
1995,,168.5,CA
1995,,128.6,MS
1995,,127.4,LA
1995,,123.3,LA
1995,,120.9,AK
1995,,116.8,CA
1995,,116.7,AK
1995,,112.0,OR
1995,,89.0,OR
1995,,83.0,AK
1995,,75.5,RI
1995,,75.2,NJ
1995,,70.8,MA
1995,,66.8,ME
1995,,64.6,MA
1995,,44.6,ME
1995,,42.5,AK
1995,,42.3,NJ
1995,,39.0,NC
1995,,35.0,AK
1995,,31.0,AK
1995,,29.5,AK
1995,,27.0,WA
1995,,24.4,AK
1995,,24.0,WA
1995,,23.9,HI
1995,,23.4,FL
1995,,23.3,AK
1995,,22.7,NJ
1995,,22.1,AL
1995,,21.8,CA
1995,,21.0,OR
1995,,20.3,VA
1995,,18.7,LA
1995,,18.6,CA
1995,,18.5,MA
1995,,18.0,WA
1995,,17.8,NY
1995,,17.2,AK
1995,,17.0,TX
1995,,16.0,TX
1995,,15.7,CA
1995,,15.1,CA
1995,,13.6,NJ
1995,,13.4,CA
1995,,13.2,RI
1995,,12.6,LA
1995,,12.5,MD
1995,,12.0,MS
1995,,12.0,TX
1995,,12.0,WA
1995,,11.8,CA
1995,,11.3,AK
1995,,11.1,NY
1995,,11.0,NC
1995,,11.0,SC
1995,,10.9,FL
1995,,10.1,FL
1995,,10.1,MA
1995,,10.0,NC
1995,,9.3,LA
1995,,9.0,NC
1995,,8.6,LA
1995,,8.5,FL
1995,,7.1,NJ
1995,,7.0,SC
1995,,6.9,CA
1995,,6.5,LA
1995,,6.4,CA
1995,,6.3,NY
1995,,6.2,CA
1995,,6.0,TX
1995,,6.0,TX
1995,,6.0,NC
1995,,6.0,GA
1995,,6.0,OR
1995,,5.5,AL
1995,,5.4,FL
1995,,5.4,LA
1995,,5.2,LA
1995,,5.0,WA
1995,,5.0,WA
1995,,4.7,FL
1995,,4.3,FL
1995,,4.0,GA
1995,,4.0,WA
1995,,4.0,SC
1995,,4.0,TX
1995,,3.7,CA
1995,,2.2,ME
1995,,1.1,VA
1995,,0.8,ME
1995,,0.4,VA
1994,,699.6,AK
1994,,512.3,VA
1994,,431.7,LA
1994,,401.8,LA
1994,,391.8,WA
1994,,307.7,AK
1994,,304.8,LA
1994,,243.6,LA
1994,,217.0,LA
1994,,200.9,MS
1994,,126.3,AK
1994,,122.2,OR
1994,,100.4,AK
1994,,98.2,CA
1994,,93.6,AK
1994,,85.4,NJ
1994,,78.9,OR
1994,,68.7,MA
1994,,68.3,CA
1994,,65.3,ME
1994,,62.3,RI
1994,,60.8,AK
1994,,50.6,MA
1994,,44.3,AK
1994,,42.8,NJ
1994,,39.0,NC
1994,,37.0,NJ
1994,,33.8,ME
1994,,32.4,AK
1994,,30.7,AK
1994,,28.4,CA
1994,,27.6,CA
1994,,27.0,WA
1994,,27.0,WA
1994,,25.3,LA
1994,,24.0,WA
1994,,24.0,OR
