Year,Port,Millions of Pounds,State
2006,"Boston, MA",7.4,MA
2006,"Seattle, WA",6.9,WA
2006,"Santa Barbara, CA",6.9,CA
2006,"Anacortes-La Conner, WA",6.8,WA
2006,"Port St. Joe, FL",6.7,FL
2006,"Engelhard-Swanquarter, NC",6.6,NC
2006,"Mayport, FL",6.4,FL
2006,"Yakutat, AK",6.1,AK
2006,"Hampton Bay-Shinnicock, NY",6.1,NY
2006,"Bon Secour-Gulf Shores, AL",6.0,AL
2006,"Freeport, TX",5.9,TX
2006,"Brookings, OR",5.9,OR
2006,"Apalachicola, FL",5.7,FL
2006,"Neah Bay, WA",5.6,WA
2006,"San Francisco Area, CA",5.1,CA
2006,"Fort Bragg, CA",4.9,CA
2006,"Cape Canaveral, FL",4.7,FL
2006,"Olympia, WA",4.6,WA
2006,"Oriental-Vandemere, NC",4.3,NC
2006,"Blaine, WA",4.2,WA
2006,"Chincoteague, VA",4.1,VA
2006,"Tillamook, OR",3.1,OR
2006,"Stonington, CT",3.0,CT
2006,"Panama City, FL",3.0,FL
2006,"Charleston-Mt. Pleasant, SC",2.7,SC
2006,"Sneads Ferry-Swansboro, NC",2.6,NC
2006,"Tacoma, WA",2.4,WA
2006,"San Diego, CA",2.4,CA
2006,"Everett, WA",2.3,WA
2006,"Port Townsend, WA",1.9,WA
2006,"Port Orford, OR",1.9,OR
2006,"Anchorage, AK",1.9,AK
2006,"La Push, WA",1.7,WA
2005,"Dutch Harbor, AK",887.6,AK
2005,"Intracoastal City, LA",464.0,LA
2005,"Reedville, VA",373.4,VA
2005,"Kodiak, AK",337.2,AK
2005,"Empire-Venice, LA",170.8,LA
2005,"Astoria, OR",164.7,OR
2005,"Pascagoula-Moss Point, MS",159.1,MS
2005,"New Bedford, MA",153.4,MA
2005,"Los Angeles, CA",139.7,CA
2005,"Gloucester, MA",124.2,MA
2005,"Westport, WA",122.8,WA
2005,"Cordova, AK",111.2,AK
2005,"Newport, OR",110.0,OR
2005,"Naknek, AK",105.3,AK
2005,"Ketchikan, AK",102.5,AK
2005,"Petersburg, AK",94.9,AK
2005,"Cape May-Wildwood, NJ",74.6,NJ
2005,"Port Hueneme-Oxnard-Ventura, CA",62.3,CA
2005,"Seward, AK",60.5,AK
2005,"Portland, ME",56.8,ME
2005,"Dulac-Chauvin, LA",42.6,LA
2005,"Point Judith, RI",41.8,RI
2005,"Sitka, AK",38.1,AK
2005,"Moss Landing, CA",37.8,CA
2005,"Rockland, ME",34.6,ME
2005,"Atlantic City, NJ",31.8,NJ
2005,"Ilwaco-Chinook, WA",30.1,WA
2005,"Wanchese-Stumpy Point, NC",27.2,NC
2005,"Coos Bay-Charleston, OR",25.7,OR
2005,"Point Pleasant, NJ",24.8,NJ
2005,"Golden Meadow-Leeville, LA",24.2,LA
2005,"Hampton Roads Area, VA",23.5,VA
2005,"Lafitte-Barataria, LA",23.2,LA
2005,"Honolulu, HI",22.2,HI
2005,"Brownsville-Port Isabel, TX",20.1,TX
2005,"Juneau, AK",18.5,AK
2005,"Homer, AK",17.9,AK
2005,"Port Arthur, TX",17.8,TX
2005,"Morgan City-Berwick, LA",17.7,LA
2005,"Bayou La Batre, AL",17.3,AL
2005,"Bellingham, WA",17.0,WA
2005,"Kenai, AK",15.9,AK
2005,"Stonington, ME",15.5,ME
2005,"Galveston, TX",15.1,TX
2005,"Eureka, CA",14.9,CA
2005,"Palacios, TX",14.5,TX
2005,"Key West, FL",14.0,FL
2005,"Provincetown-Chatham, MA",12.7,MA
2005,"Montauk, NY",12.4,NY
2005,"Cameron, LA",10.6,LA
2005,"Shelton, WA",10.4,WA
2005,"Tampa Bay-St. Petersburg, FL",10.0,FL
2005,"Boston, MA",9.4,MA
2005,"Bay Center-South Bend, WA",9.4,WA
2005,"Fort Myers, FL",8.6,FL
2005,"Gulfport-Biloxi, MS",8.5,MS
2005,"Ocean City, MD",8.0,MD
2005,"Santa Barbara, CA",7.9,CA
2005,"Delacroix-Yscloskey, LA",7.7,LA
2005,"Long Beach-Barnegat, NJ",7.6,NJ
2005,"Newport, RI",7.3,RI
2005,"Crescent City, CA",7.0,CA
2005,"Neah Bay, WA",6.8,WA
2005,"Engelhard-Swanquarter, NC",6.8,NC
2005,"Charleston-Mt. Pleasant, SC",6.7,SC
2005,"Port St. Joe, FL",6.2,FL
2005,"Fort Bragg, CA",6.1,CA
2005,"Anacortes-La Conner, WA",5.8,WA
2005,"Hampton Bay-Shinnicock, NY",5.5,NY
2005,"San Francisco Area, CA",5.1,CA
2005,"Oriental-Vandemere, NC",5.1,NC
2005,"Bon Secour-Gulf Shores, AL",5.1,AL
2005,"Apalachicola, FL",4.9,FL
2005,"Blaine, WA",4.8,WA
2005,"Mayport, FL",4.7,FL
2005,"Chincoteague, VA",4.7,VA
2005,"Cape Canaveral, FL",4.7,FL
2005,"Seattle, WA",4.5,WA
2005,"Wrangell, AK",4.4,AK
2005,"Yakutat, AK",3.9,AK
2005,"Darien-Bellville, GA",3.9,GA
2005,"Brookings, OR",3.6,OR
2005,"Tillamook, OR",3.4,OR
2005,"Panama City, FL",2.8,FL
2005,"La Push, WA",2.7,WA
2005,"Olympia, WA",2.3,WA
2005,"Tacoma, WA",2.2,WA
2005,"Port Townsend, WA",2.0,WA
2005,"San Diego, CA",1.9,CA
2005,"Port Orford, OR",1.8,OR
2005,"Monterey, CA",1.7,CA
2005,"Anchorage, AK",1.1,AK
2005,"Port Angeles, WA",1.0,WA
2005,"Everett, WA",1.0,WA
2004,"Dutch Harbor, AK",886.8,AK
2004,"Reedville, VA",400.5,VA
2004,"Empire-Venice, LA",379.0,LA
2004,"Kodiak, AK",317.4,AK
2004,"Intracoastal City, LA",301.8,LA
2004,"Cameron, LA",243.1,LA
2004,"New Bedford, MA",175.4,MA
2004,"Pascagoula-Moss Point, MS",162.8,MS
2004,"Astoria, OR",135.8,OR
2004,"Gloucester, MA",114.1,MA
2004,"Newport, OR",111.2,OR
2004,"Petersburg, AK",102.6,AK
2004,"Cape May-Wildwood, NJ",98.1,NJ
2004,"Ketchikan, AK",96.7,AK
2004,"Naknek, AK",92.6,AK
2004,"Los Angeles, CA",92.1,CA
2004,"Westport, WA",91.2,WA
2004,"Port Hueneme-Oxnard-Ventura, CA",70.1,CA
2004,"Portland, ME",62.4,ME
2004,"Moss Landing, CA",55.5,CA
2004,"Point Judith, RI",50.0,RI
2004,"Cordova, AK",40.5,AK
2004,"Dulac-Chauvin, LA",40.4,LA
2004,"Seward, AK",38.6,AK
2004,"Sitka, AK",37.3,AK
2004,"Rockland, ME",36.7,ME
2004,"Hampton Roads Area, VA",34.7,VA
2004,"Point Pleasant, NJ",33.4,NJ
2004,"Atlantic City, NJ",33.2,NJ
2004,"Wanchese-Stumpy Point, NC",31.4,NC
2004,"Ilwaco-Chinook, WA",31.1,WA
2004,"Coos Bay-Charleston, OR",29.8,OR
2004,"Dillingham-Togiak, AK",28.2,AK
2004,"Golden Meadow-Leeville, LA",26.1,LA
2004,"Bellingham, WA",23.5,WA
2004,"Kenai, AK",21.8,AK
2004,"Port Arthur, TX",19.4,TX
2004,"Eureka, CA",19.4,CA
2004,"Bayou La Batre, AL",19.1,AL
2004,"Honolulu, HI",18.9,HI
2004,"Brownsville-Port Isabel, TX",18.7,TX
2004,"Homer, AK",18.1,AK
2004,"Morgan City-Berwick, LA",17.8,LA
2004,"Crescent City, CA",17.0,CA
2004,"Gulfport-Biloxi, MS",16.3,MS
2004,"Key West, FL",16.0,FL
2004,"Galveston, TX",16.0,TX
2004,"Juneau, AK",15.0,AK
2004,"Delcambre, LA",14.5,LA
2004,"Stonington, ME",14.1,ME
2004,"Provincetown-Chatham, MA",13.8,MA
2004,"Palacios, TX",13.5,TX
2004,"Grand Isle, LA",12.5,LA
2004,"Tampa Bay-St. Petersburg, FL",12.3,FL
2004,"Montauk, NY",12.3,NY
2004,"Delacroix-Yscloskey, LA",12.0,LA
2004,"Shelton, WA",10.4,WA
2004,"San Francisco Area, CA",10.4,CA
2004,"Fort Myers, FL",9.4,FL
2004,"Engelhard-Swanquarter, NC",9.0,NC
2004,"Lafitte-Barataria, LA",8.8,LA
2004,"Boston, MA",8.8,MA
2004,"Long Beach-Barnegat, NJ",8.6,NJ
2004,"Apalachicola, FL",8.6,FL
2004,"Newport, RI",8.0,RI
2004,"Santa Barbara, CA",7.9,CA
2004,"Wrangell, AK",7.7,AK
2004,"Seattle, WA",7.7,WA
2004,"Port St. Joe, FL",7.5,FL
2004,"Mayport, FL",7.2,FL
2004,"Bay Center-South Bend, WA",7.2,WA
2004,"Blaine, WA",7.1,WA
2004,"Oriental-Vandemere, NC",7.0,NC
2004,"Hampton Bay-Shinnicock, NY",6.5,NY
2004,"Fort Bragg, CA",6.4,CA
2004,"Brookings, OR",6.2,OR
2004,"Cape Canaveral, FL",6.0,FL
2004,"Bon Secour-Gulf Shores, AL",6.0,AL
2004,"Anacortes-La Conner, WA",5.4,WA
2004,"Charleston-Mt. Pleasant, SC",5.2,SC
2004,"Belhaven-Washington, NC",5.2,NC
2004,"Neah Bay, WA",4.8,WA
2004,"Chincoteague, VA",4.3,VA
2004,"Tillamook, OR",3.7,OR
2004,"Monterey, CA",3.7,CA
2004,"Tacoma, WA",3.4,WA
2004,"Darien-Bellville, GA",3.3,GA
2004,"Yakutat, AK",3.2,AK
2004,"Craig, AK",3.1,AK
2004,"Port Orford, OR",3.0,OR
2004,"Ft. Pierce-St.Lucie, FL",2.3,FL
2004,"San Diego, CA",2.2,CA
2004,"Port Angeles, WA",2.2,WA
2004,"La Push, WA",2.1,WA
2004,"Olympia, WA",2.0,WA
2004,"Everett, WA",1.9,WA
2004,"Port Townsend, WA",1.8,WA
2004,"Anchorage, AK",1.1,AK
2003,"Dutch Harbor, AK",908.7,AK
2003,"Empire-Venice, LA",400.0,LA
2003,"Reedville, VA",375.3,VA
2003,"Intracoastal City, LA",325.2,LA
2003,"Kodiak, AK",262.9,AK
2003,"Cameron, LA",259.0,LA
2003,"Pascagoula-Moss Point, MS",192.0,MS
2003,"New Bedford, MA",155.5,MA
2003,"Astoria, OR",114.1,OR
2003,"Petersburg, AK",88.9,AK
2003,"Gloucester, MA",88.8,MA
2003,"Los Angeles, CA",88.7,CA
2003,"Ketchikan, AK",79.8,AK
2003,"Westport, WA",75.7,WA
2003,"Cape May-Wildwood, NJ",74.1,NJ
2003,"Cordova, AK",71.0,AK
2003,"Newport, OR",69.8,OR
2003,"Portland, ME",68.5,ME
2003,"Point Judith, RI",44.7,RI
2003,"Moss Landing, CA",44.1,CA
2003,"Seward, AK",43.6,AK
2003,"Ilwaco-Chinook, WA",43.2,WA
2003,"Port Hueneme-Oxnard-Ventura, CA",40.5,CA
2003,"Dulac-Chauvin, LA",39.4,LA
2003,"Atlantic City, NJ",38.1,NJ
2003,"Point Pleasant, NJ",37.5,NJ
2003,"Sitka, AK",34.6,AK
2003,"Wanchese-Stumpy Point, NC",33.0,NC
2003,"Rockland, ME",31.7,ME
2003,"Hampton Roads Area, VA",30.1,VA
2003,"Kenai, AK",25.5,AK
2003,"Golden Meadow-Leeville, LA",25.5,LA
2003,"Coos Bay-Charleston, OR",24.7,OR
2003,"Bellingham, WA",23.9,WA
2003,"Homer, AK",23.2,AK
2003,"Naknek, AK",21.0,AK
2003,"Stonington, ME",19.9,ME
2003,"Galveston, TX",18.6,TX
2003,"Bayou La Batre, AL",18.5,AL
2003,"Grand Isle, LA",18.3,LA
2003,"Brownsville-Port Isabel, TX",17.9,TX
2003,"Honolulu, HI",17.8,HI
2003,"Port Arthur, TX",17.5,TX
2003,"Morgan City-Berwick, LA",17.4,LA
2003,"Gulfport-Biloxi, MS",17.4,MS
2003,"Eureka, CA",16.4,CA
2003,"Key West, FL",15.8,FL
2003,"Provincetown-Chatham, MA",15.3,MA
2003,"Shelton, WA",13.1,WA
2003,"Delacroix-Yscloskey, LA",12.8,LA
2003,"Tampa Bay-St. Petersburg, FL",12.5,FL
2003,"Crescent City, CA",12.3,CA
2003,"Delcambre, LA",12.1,LA
2003,"San Francisco Area, CA",11.4,CA
2003,"Montauk, NY",10.9,NY
2003,"Wrangell, AK",10.7,AK
2003,"Monterey, CA",10.0,CA
2003,"Engelhard-Swanquarter, NC",10.0,NC
2003,"Long Beach-Barnegat, NJ",9.7,NJ
2003,"Ocean City, MD",9.1,MD
2003,"Boston, MA",9.0,MA
2003,"Fort Bragg, CA",8.8,CA
2003,"Bay Center-South Bend, WA",8.8,WA
2003,"Palacios, TX",8.4,TX
2003,"Juneau, AK",8.4,AK
2003,"Port St. Joe, FL",8.3,FL
2003,"Fort Myers, FL",8.2,FL
2003,"Lafitte-Barataria, LA",7.5,LA
2003,"Seattle, WA",7.1,WA
2003,"Neah Bay, WA",7.1,WA
2003,"New London, CT",6.5,CT
2003,"Hampton Bay-Shinnicock, NY",6.5,NY
2003,"Blaine, WA",6.5,WA
2003,"Charleston-Mt. Pleasant, SC",6.0,SC
2003,"Belhaven-Washington, NC",6.0,NC
2003,"Anacortes-La Conner, WA",6.0,WA
2003,"Jonesport, ME",5.8,ME
2003,"Brookings, OR",5.8,OR
2003,"Santa Barbara, CA",5.5,CA
2003,"Iberia, LA",5.2,LA
2003,"Cape Canaveral, FL",5.2,FL
2003,"Apalachicola, FL",5.1,FL
2003,"Oriental-Vandemere, NC",5.0,NC
2003,"Darien-Bellville, GA",5.0,GA
2003,"Haines, AK",4.8,AK
2003,"Tillamook, OR",4.5,OR
2003,"Stonington, CT",4.5,CT
2003,"Bon Secour-Gulf Shores, AL",4.1,AL
2003,"Mayport, FL",4.0,FL
2003,"Georgetown, SC",4.0,SC
2003,"Beaufort, SC",4.0,SC
2003,"Bodega Bay, CA",3.3,CA
2003,"Tacoma, WA",3.2,WA
2003,"Ft. Pierce-St.Lucie, FL",3.2,FL
2003,"Sneads Ferry-Swansboro, NC",3.0,NC
2003,"Chincoteague, VA",3.0,VA
2003,"Avila Beach, CA",2.9,CA
2003,"Belford, NJ",2.7,NJ
2003,"San Diego, CA",2.3,CA
2003,"Morro Bay, CA",2.2,CA
2003,"Olympia, WA",1.8,WA
2003,"Port Townsend, WA",1.6,WA
2003,"Port Angeles, WA",1.3,WA
2003,"La Push, WA",1.3,WA
2003,"Port Orford, OR",1.2,OR
2003,"Anchorage, AK",0.9,AK
2003,"Craig, AK",0.8,AK
2002,"Dutch Harbor, AK",908.1,AK
2002,"Empire-Venice, LA",398.9,LA
2002,"Reedville, VA",367.4,VA
2002,"Intracoastal City, LA",358.5,LA
2002,"Cameron, LA",349.9,LA
2002,"Kodiak, AK",250.4,AK
2002,"Pascagoula-Moss Point, MS",198.5,MS
2002,"Los Angeles, CA",170.1,CA
2002,"New Bedford, MA",108.7,MA
2002,"Astoria, OR",106.9,OR
2002,"Moss Landing, CA",80.9,CA
2002,"Gloucester, MA",78.5,MA
2002,"Ketchikan, AK",73.2,AK
2002,"Sitka, AK",69.6,AK
2002,"Newport, OR",64.2,OR
2002,"Westport, WA",62.5,WA
2002,"Portland, ME",62.0,ME
2002,"Cape May-Wildwood, NJ",60.1,NJ
2002,"Cordova, AK",59.2,AK
2002,"Port Hueneme-Oxnard-Ventura, CA",56.0,CA
2002,"Petersburg, AK",53.7,AK
2002,"Point Judith, RI",42.8,RI
2002,"Dulac-Chauvin, LA",42.7,LA
2002,"Ilwaco-Chinook, WA",42.2,WA
2002,"Atlantic City, NJ",41.2,NJ
2002,"Seward, AK",38.2,AK
2002,"Point Pleasant, NJ",34.7,NJ
2002,"Homer, AK",30.5,AK
2002,"Hampton Roads Area, VA",29.9,VA
2002,"Wanchese-Stumpy Point, NC",28.7,NC
2002,"Golden Meadow-Leeville, LA",26.0,LA
2002,"Coos Bay-Charleston, OR",25.8,OR
2002,"Morgan City-Berwick, LA",25.6,LA
2002,"Bellingham, WA",23.6,WA
2002,"Rockland, ME",22.0,ME
2002,"Brownsville-Port Isabel, TX",19.9,TX
2002,"Kenai, AK",19.6,AK
2002,"Honolulu, HI",17.7,HI
2002,"Key West, FL",17.5,FL
2002,"Galveston, TX",17.4,TX
2002,"Bayou La Batre, AL",17.1,AL
2002,"Eureka, CA",16.4,CA
2002,"Delacroix-Yscloskey, LA",15.5,LA
2002,"Stonington, ME",15.4,ME
2002,"Provincetown-Chatham, MA",15.4,MA
2002,"Palacios, TX",15.1,TX
2002,"Grand Isle, LA",15.1,LA
2002,"Port Arthur, TX",14.9,TX
2002,"Monterey, CA",14.8,CA
2002,"Gulfport-Biloxi, MS",14.8,MS
2002,"Delcambre, LA",14.4,LA
2002,"Tampa Bay-St. Petersburg, FL",12.4,FL
2002,"San Francisco Area, CA",12.1,CA
2002,"Ocean City, MD",12.1,MD
2002,"Wrangell, AK",12.0,AK
2002,"Montauk, NY",11.3,NY
2002,"Hampton Bay-Shinnicock, NY",11.1,NY
2002,"Engelhard-Swanquarter, NC",10.7,NC
2002,"Naknek, AK",9.8,AK
2002,"Lafitte-Barataria, LA",9.5,LA
2002,"Fort Myers, FL",9.2,FL
2002,"Long Beach-Barnegat, NJ",8.8,NJ
2002,"Haines, AK",8.5,AK
2002,"Anacortes-La Conner, WA",8.5,WA
2002,"Fort Bragg, CA",8.4,CA
2002,"Boston, MA",8.1,MA
2002,"Port St. Joe, FL",7.7,FL
2002,"Jonesport, ME",7.3,ME
2002,"Bay Center-South Bend, WA",7.1,WA
2002,"Seattle, WA",7.0,WA
2002,"Port Angeles, WA",6.7,WA
2002,"Juneau, AK",6.4,AK
2002,"Crescent City, CA",6.4,CA
2002,"Belhaven-Washington, NC",6.4,NC
2002,"Shelton, WA",6.3,WA
2002,"Blaine, WA",6.3,WA
2002,"Santa Barbara, CA",6.1,CA
2002,"New London, CT",5.9,CT
2002,"Oriental-Vandemere, NC",5.8,NC
2002,"Charleston-Mt. Pleasant, SC",5.8,SC
2002,"Apalachicola, FL",5.6,FL
2002,"Aransas Pass-Rockport, TX",5.2,TX
2002,"Stonington, CT",5.1,CT
2002,"Belford, NJ",5.0,NJ
2002,"Darien-Bellville, GA",4.9,GA
2002,"Freeport, TX",4.6,TX
2002,"Mayport, FL",4.5,FL
2002,"Cape Canaveral, FL",4.4,FL
2002,"Brookings, OR",4.4,OR
2002,"Tillamook, OR",3.9,OR
2002,"Bon Secour-Gulf Shores, AL",3.8,AL
2002,"Georgetown, SC",3.4,SC
2002,"Tacoma, WA",3.1,WA
2002,"Sneads Ferry-Swansboro, NC",2.9,NC
2002,"Ft. Pierce-St.Lucie, FL",2.9,FL
2002,"San Diego, CA",2.5,CA
2002,"Chincoteague, VA",2.3,VA
2002,"Olympia, WA",2.1,WA
2002,"Craig, AK",1.7,AK
2001,"Dutch Harbor, AK",834.5,AK
2001,"Reedville, VA",488.0,VA
2001,"Empire-Venice, LA",370.7,LA
2001,"Cameron, LA",324.1,LA
2001,"Intracoastal City, LA",303.6,LA
2001,"Kodiak, AK",285.5,AK
2001,"Los Angeles, CA",219.1,CA
2001,"Pascagoula-Moss Point, MS",196.0,MS
2001,"New Bedford, MA",107.2,MA
2001,"Port Hueneme-Oxnard-Ventura, CA",104.8,CA
2001,"Astoria, OR",102.9,OR
2001,"Newport, OR",93.2,OR
2001,"Portland, ME",86.6,ME
2001,"Gloucester, MA",78.4,MA
2001,"Cordova, AK",78.3,AK
2001,"Cape May-Wildwood, NJ",66.4,NJ
2001,"Sitka, AK",64.4,AK
2001,"Moss Landing, CA",56.1,CA
2001,"Petersburg, AK",51.2,AK
2001,"Point Judith, RI",48.5,RI
2001,"Dulac-Chauvin, LA",46.2,LA
2001,"Atlantic City, NJ",45.5,NJ
2001,"Seward, AK",43.8,AK
2001,"Ilwaco-Chinook, WA",36.1,WA
2001,"Naknek, AK",33.9,AK
2001,"Point Pleasant, NJ",32.2,NJ
2001,"Wanchese-Stumpy Point, NC",31.9,NC
2001,"Hampton Roads Area, VA",28.0,VA
2001,"Ketchikan, AK",27.0,AK
2001,"Coos Bay-Charleston, OR",26.8,OR
2001,"Rockland, ME",24.7,ME
2001,"Golden Meadow-Leeville, LA",24.1,LA
2001,"Morgan City-Berwick, LA",23.3,LA
2001,"Homer, AK",23.0,AK
2001,"Stonington, ME",22.4,ME
2001,"Brownsville-Port Isabel, TX",22.4,TX
2001,"Bellingham, WA",20.1,WA
2001,"Honolulu, HI",20.0,HI
2001,"Galveston, TX",18.6,TX
2001,"Bayou La Batre, AL",18.0,AL
2001,"Provincetown-Chatham, MA",17.1,MA
2001,"Key West, FL",16.4,FL
2001,"Palacios, TX",16.1,TX
2001,"Port Arthur, TX",14.6,TX
2001,"Gulfport-Biloxi, MS",14.6,MS
2001,"Montauk, NY",14.5,NY
2001,"Kenai, AK",14.4,AK
2001,"Delacroix-Yscloskey, LA",13.4,LA
2001,"Ocean City, MD",13.2,MD
2001,"Tampa Bay-St. Petersburg, FL",12.7,FL
2001,"Grand Isle, LA",12.4,LA
2001,"Crescent City, CA",11.3,CA
2001,"Delcambre, LA",10.8,LA
2001,"Long Beach-Barnegat, NJ",10.4,NJ
2001,"Hampton Bay-Shinnicock, NY",10.2,NY
2001,"Wrangell, AK",9.9,AK
2001,"Boston, MA",9.6,MA
2001,"Anacortes-La Conner, WA",9.6,WA
2001,"Lafitte-Barataria, LA",9.5,LA
2001,"Eureka, CA",9.5,CA
2001,"Engelhard-Swanquarter, NC",9.5,NC
2001,"San Francisco Area, CA",9.0,CA
2001,"Blaine, WA",8.9,WA
2001,"Stonington, CT",8.8,CT
2001,"Fort Myers, FL",8.7,FL
2001,"Cape Canaveral, FL",8.2,FL
2001,"Juneau, AK",7.9,AK
2001,"Iberia, LA",7.8,LA
2001,"Port St. Joe, FL",7.6,FL
2001,"Monterey, CA",7.5,CA
2001,"Fort Bragg, CA",7.0,CA
2001,"Freeport, TX",6.5,TX
2001,"Charleston-Mt. Pleasant, SC",6.2,SC
2001,"Apalachicola, FL",6.2,FL
2001,"Jonesport, ME",6.1,ME
2001,"Bon Secour-Gulf Shores, AL",6.0,AL
2001,"Aransas Pass-Rockport, TX",5.8,TX
2001,"Port Lavaca, TX",5.6,TX
2001,"Haines, AK",5.6,AK
2001,"Santa Barbara, CA",5.3,CA
2001,"Oriental-Vandemere, NC",4.9,NC
2001,"New London, CT",4.7,CT
2001,"Darien-Bellville, GA",4.2,GA
2001,"Mayport, FL",4.0,FL
2001,"Belford, NJ",3.8,NJ
2001,"Ft. Pierce-St.Lucie, FL",3.7,FL
2001,"Brookings, OR",3.7,OR
2001,"Port Angeles, WA",3.3,WA
2001,"Beaufort, SC",3.1,SC
2001,"Sneads Ferry-Swansboro, NC",2.8,NC
2001,"Chincoteague, VA",2.6,VA
2001,"Greenport, NY",1.0,NY
2000,"Dutch Harbor, AK",699.8,AK
2000,"Cameron, LA",414.5,LA
2000,"Empire-Venice, LA",396.2,LA
2000,"Reedville, VA",366.8,VA
2000,"Intracoastal City, LA",321.7,LA
2000,"Kodiak, AK",289.6,AK
2000,"Los Angeles, CA",254.7,CA
2000,"Pascagoula-Moss Point, MS",199.9,MS
2000,"Port Hueneme-Oxnard-Ventura, CA",162.2,CA
2000,"Astoria, OR",130.1,OR
2000,"Newport, OR",102.3,OR
2000,"Sitka, AK",95.5,AK
2000,"New Bedford, MA",89.9,MA
2000,"Portland, ME",63.9,ME
2000,"Naknek, AK",63.1,AK
2000,"Point Judith, RI",59.3,RI
2000,"Cape May-Wildwood, NJ",58.9,NJ
2000,"Ketchikan, AK",57.3,AK
2000,"Moss Landing, CA",50.5,CA
2000,"Atlantic City, NJ",50.4,NJ
2000,"Dulac-Chauvin, LA",48.2,LA
2000,"Gloucester, MA",43.2,MA
2000,"Point Pleasant, NJ",38.2,NJ
2000,"Westport, WA",37.5,WA
2000,"Wanchese-Stumpy Point, NC",33.3,NC
2000,"Petersburg, AK",32.3,AK
2000,"Brownsville-Port Isabel, TX",29.2,TX
2000,"Seward, AK",28.6,AK
2000,"Rockland, ME",28.3,ME
2000,"Honolulu, HI",27.0,HI
2000,"Golden Meadow-Leeville, LA",26.9,LA
2000,"Bayou La Batre, AL",23.0,AL
2000,"Hampton Roads Area, VA",22.7,VA
2000,"Morgan City-Berwick, LA",20.2,LA
2000,"Ilwaco-Chinook, WA",19.8,WA
2000,"Coos Bay-Charleston, OR",19.2,OR
2000,"Grand Isle, LA",18.2,LA
2000,"Provincetown-Chatham, MA",18.1,MA
2000,"Homer, AK",18.1,AK
2000,"Bellingham, WA",18.0,WA
2000,"Galveston, TX",17.4,TX
2000,"Port Arthur, TX",17.0,TX
2000,"Key West, FL",16.9,FL
2000,"Stonington, ME",15.9,ME
2000,"Crescent City, CA",15.6,CA
2000,"Delacroix-Yscloskey, LA",15.5,LA
2000,"Palacios, TX",14.8,TX
2000,"Gulfport-Biloxi, MS",14.2,MS
2000,"Hampton Bay-Shinnicock, NY",13.7,NY
2000,"Eureka, CA",13.7,CA
2000,"Kenai, AK",13.5,AK
2000,"Delcambre, LA",13.3,LA
2000,"Montauk, NY",12.6,NY
2000,"Engelhard-Swanquarter, NC",12.0,NC
2000,"Tampa Bay-St. Petersburg, FL",11.7,FL
2000,"Iberia, LA",11.4,LA
2000,"San Francisco Area, CA",11.2,CA
2000,"Monterey, CA",10.9,CA
2000,"Cape Canaveral, FL",10.9,FL
2000,"Apalachicola, FL",10.3,FL
2000,"Haines, AK",9.9,AK
2000,"Ocean City, MD",9.6,MD
2000,"Stonington, CT",9.5,CT
2000,"Long Beach-Barnegat, NJ",9.1,NJ
2000,"Oriental-Vandemere, NC",8.6,NC
2000,"Wrangell, AK",8.3,AK
2000,"Fort Myers, FL",7.9,FL
2000,"Freeport, TX",7.5,TX
2000,"Lafitte-Barataria, LA",7.4,LA
2000,"Fort Bragg, CA",7.4,CA
2000,"Belhaven-Washington, NC",7.3,NC
2000,"Santa Barbara, CA",7.1,CA
2000,"Charleston-Mt. Pleasant, SC",6.9,SC
2000,"Boston, MA",6.8,MA
2000,"Juneau, AK",6.7,AK
2000,"Blaine, WA",6.7,WA
2000,"Aransas Pass-Rockport, TX",6.7,TX
2000,"Bon Secour-Gulf Shores, AL",5.5,AL
2000,"Mayport, FL",4.5,FL
2000,"Beaufort, SC",4.3,SC
2000,"Darien-Bellville, GA",4.2,GA
2000,"New London, CT",4.0,CT
2000,"Belford, NJ",3.9,NJ
2000,"Seattle, WA",3.8,WA
2000,"Port Lavaca, TX",3.6,TX
2000,"Everglades City, FL",3.5,FL
2000,"Jonesport, ME",3.2,ME
2000,"Ft. Pierce-St.Lucie, FL",3.2,FL
2000,"Sneads Ferry-Swansboro, NC",3.1,NC
2000,"Georgetown, SC",3.0,SC
2000,"Houston, TX",2.9,TX
2000,"Greenport, NY",2.9,NY
2000,"Chincoteague, VA",2.9,VA
2000,"San Diego, CA",2.6,CA
2000,"Brunswick, GA",1.9,GA
2000,"Anchorage, AK",1.5,AK
2000,"Craig, AK",1.3,AK
1999,"Dutch Harbor, AK",678.3,AK
1999,"Empire-Venice, LA",435.0,LA
1999,"Cameron, LA",406.0,LA
1999,"Reedville, VA",378.6,VA
1999,"Intracoastal City, LA",369.0,LA
1999,"Kodiak, AK",331.6,AK
1999,"Pascagoula-Moss Point, MS",250.5,MS
1999,"Los Angeles, CA",194.7,CA
1999,"Ketchikan, AK",159.4,AK
1999,"Port Hueneme-Oxnard-Ventura, CA",155.9,CA
1999,"Morgan City-Berwick, LA",137.0,LA
1999,"Astoria, OR",118.2,OR
1999,"Petersburg, AK",99.2,AK
1999,"Newport, OR",92.4,OR
1999,"New Bedford, MA",86.2,MA
1999,"Point Judith, RI",70.4,RI
1999,"Cape May-Wildwood, NJ",64.0,NJ
1999,"Naknek, AK",62.3,AK
1999,"Cordova, AK",62.2,AK
1999,"Portland, ME",55.6,ME
