Year,Port,Millions of Pounds,State
2013,"La Push, WA",1.2,WA
2013,"Brunswick, GA",1.0,GA
2013,"Panama City, FL",0.9,FL
2013,"Port Angeles, WA",0.7,WA
2013,"Houston, TX",0.3,TX
2013,"Haines, AK",0.3,AK
2013,"Greenport, NY",0.2,NY
2013,"Cape Charles-Oyster, VA",0.2,VA
2012,"Dutch Harbor, AK",751.5,AK
2012,"Empire-Venice, LA",500.4,LA
2012,"Aleutian Islands (Other), AK",455.6,AK
2012,"Kodiak, AK",393.0,AK
2012,"Reedville, VA",389.0,VA
2012,"Intracoastal City, LA",344.7,LA
2012,"Pascagoula-Moss Point, MS",249.9,MS
2012,"Cameron, LA",228.2,LA
2012,"Alaska Penninsula (Other), AK",191.0,AK
2012,"Astoria, OR",169.5,OR
2012,"Los Angeles, CA",161.9,CA
2012,"New Bedford, MA",143.0,MA
2012,"Westport, WA",133.4,WA
2012,"Naknek, AK",86.5,AK
2012,"Cordova, AK",83.8,AK
2012,"Gloucester, MA",82.6,MA
2012,"Newport, OR",80.2,OR
2012,"Ketchikan, AK",74.1,AK
2012,"Port Hueneme-Oxnard-Ventura, CA",69.3,CA
2012,"Sitka, AK",67.1,AK
2012,"Portland, ME",59.0,ME
2012,"Bristol Bay (Other), AK",55.3,AK
2012,"Seward, AK",54.0,AK
2012,"Petersburg, AK",52.0,AK
2012,"Point Judith, RI",46.4,RI
2012,"Dulac-Chauvin, LA",42.6,LA
2012,"Rockland, ME",35.2,ME
2012,"Coos Bay-Charleston, OR",32.4,OR
2012,"Moss Landing, CA",29.4,CA
2012,"Ilwaco-Chinook, WA",29.4,WA
2012,"Kenai, AK",28.4,AK
2012,"Cape May-Wildwood, NJ",27.8,NJ
2012,"Atlantic City, NJ",27.5,NJ
2012,"Honolulu, HI",27.1,HI
2012,"Galveston, TX",26.6,TX
2012,"North Kingstown, RI",23.0,RI
2012,"Brownsville-Port Isabel, TX",23.0,TX
2012,"Stonington, ME",21.8,ME
2012,"Bayou La Batre, AL",20.8,AL
2012,"Port Arthur, TX",20.4,TX
2012,"Princeton-Half Moon Bay, CA",20.0,CA
2012,"Lafitte-Barataria, LA",19.7,LA
2012,"Point Pleasant, NJ",19.1,NJ
2012,"Jonesport, ME",18.4,ME
2012,"Juneau, AK",18.2,AK
2012,"Golden Meadow-Leeville, LA",17.1,LA
2012,"Provincetown-Chatham, MA",16.8,MA
2012,"Wanchese-Stumpy Point, NC",16.7,NC
2012,"Montauk, NY",14.8,NY
2012,"Boston, MA",13.9,MA
2012,"Gulfport-Biloxi, MS",13.8,MS
2012,"Hampton Roads Area, VA",13.5,VA
2012,"Vinalhaven, ME",13.4,ME
2012,"Eureka, CA",13.0,CA
2012,"Delacroix-Yscloskey, LA",12.8,LA
2012,"Crescent City, CA",12.8,CA
2012,"Homer, AK",12.3,AK
2012,"Key West, FL",11.8,FL
2012,"Bellingham, WA",10.8,WA
2012,"Shelton, WA",10.4,WA
2012,"Yukon Delta (Other), AK",9.7,AK
2012,"Accomac, VA",9.7,VA
2012,"Anchorage, AK",9.3,AK
2012,"Tampa Bay-St. Petersburg, FL",9.1,FL
2012,"Palacios, TX",8.9,TX
2012,"Upper Southeast (Other), AK",8.7,AK
2012,"Brookings, OR",8.7,OR
2012,"San Francisco Area, CA",8.1,CA
2012,"Fort Bragg, CA",8.1,CA
2012,"Hampton Bay-Shinnicock, NY",7.9,NY
2012,"Long Beach-Barnegat, NJ",7.7,NJ
2012,"Fairhaven, MA",7.5,MA
2012,"Slidell-Covington, LA",7.4,LA
2012,"Newport, RI",7.3,RI
2012,"Mayport, FL",7.2,FL
2012,"Monterey, CA",6.9,CA
2012,"Engelhard-Swanquarter, NC",6.9,NC
2012,"Morgan City-Berwick, LA",6.8,LA
2012,"Santa Barbara, CA",6.7,CA
2012,"Fort Myers, FL",6.5,FL
2012,"Beaufort-Morehead City, NC",6.5,NC
2012,"Port Clyde, ME",6.2,ME
2012,"Ocean City, MD",6.0,MD
2012,"Friendship, ME",5.8,ME
2012,"Neah Bay, WA",5.6,WA
2012,"Seattle, WA",5.3,WA
2012,"Morro Bay, CA",5.2,CA
2012,"Yakutat, AK",5.0,AK
2012,"New London, CT",5.0,CT
2012,"Beals Island, ME",5.0,ME
2012,"Apalachicola, FL",5.0,FL
2012,"Port St. Joe, FL",4.8,FL
2012,"Darien-Bellville, GA",4.8,GA
2012,"Chincoteague, VA",4.8,VA
2012,"Newington, NH",4.7,NH
2012,"Cape Canaveral, FL",4.3,FL
2012,"Spruce Head, ME",4.0,ME
2012,"Bon Secour-Gulf Shores, AL",3.9,AL
2012,"Panama City, FL",3.8,FL
2012,"Craig, AK",3.6,AK
2012,"Bodega Bay, CA",3.6,CA
2012,"Belhaven-Washington, NC",3.3,NC
2012,"Interior (Other), AK",0.6,AK
2012,"Haines, AK",0.4,AK
2011,"Dutch Harbor, AK",705.7,AK
2011,"Empire-Venice, LA",531.5,LA
2011,"Aleutian Islands (Other), AK",431.3,AK
2011,"Reedville, VA",413.9,VA
2011,"Kodiak, AK",371.7,AK
2011,"Intracoastal City, LA",327.0,LA
2011,"Pascagoula-Moss Point, MS",266.7,MS
2011,"Cameron, LA",226.7,LA
2011,"Alaska Penninsula (Other), AK",211.3,AK
2011,"Los Angeles, CA",157.2,CA
2011,"Astoria, OR",143.8,OR
2011,"Port Hueneme-Oxnard-Ventura, CA",127.9,CA
2011,"New Bedford, MA",116.7,MA
2011,"Westport, WA",116.3,WA
2011,"Sitka, AK",113.2,AK
2011,"Petersburg, AK",101.1,AK
2011,"Ketchikan, AK",100.0,AK
2011,"Naknek, AK",99.2,AK
2011,"Newport, OR",79.0,OR
2011,"Gloucester, MA",77.0,MA
2011,"Cordova, AK",67.5,AK
2011,"Portland, ME",61.1,ME
2011,"Seward, AK",50.0,AK
2011,"Bristol Bay (Other), AK",49.4,AK
2011,"Dulac-Chauvin, LA",43.3,LA
2011,"Point Judith, RI",40.8,RI
2011,"Cape May-Wildwood, NJ",39.5,NJ
2011,"Coos Bay-Charleston, OR",38.6,OR
2011,"Rockland, ME",38.2,ME
2011,"Jonesport, ME",35.7,ME
2011,"Moss Landing, CA",33.6,CA
2011,"Kenai, AK",31.2,AK
2011,"Monterey, CA",25.0,CA
2011,"Brownsville-Port Isabel, TX",24.8,TX
2011,"Wanchese-Stumpy Point, NC",24.6,NC
2011,"Honolulu, HI",22.8,HI
2011,"Atlantic City, NJ",22.7,NJ
2011,"Bayou La Batre, AL",21.6,AL
2011,"Lafitte-Barataria, LA",21.5,LA
2011,"Port Arthur, TX",21.3,TX
2011,"North Kingstown, RI",21.0,RI
2011,"Ilwaco-Chinook, WA",20.6,WA
2011,"Stonington, ME",19.4,ME
2011,"Bellingham, WA",18.9,WA
2011,"Galveston, TX",18.7,TX
2011,"Hampton Roads Area, VA",18.3,VA
2011,"Juneau, AK",18.0,AK
2011,"Provincetown-Chatham, MA",17.9,MA
2011,"Golden Meadow-Leeville, LA",17.2,LA
2011,"Point Pleasant, NJ",15.3,NJ
2011,"Palacios, TX",14.9,TX
2011,"Homer, AK",13.9,AK
2011,"Key West, FL",13.7,FL
2011,"Boston, MA",13.3,MA
2011,"Montauk, NY",13.0,NY
2011,"San Francisco Area, CA",12.4,CA
2011,"Gulfport-Biloxi, MS",10.7,MS
2011,"Accomac, VA",9.9,VA
2011,"Eureka, CA",9.5,CA
2011,"Anchorage, AK",9.2,AK
2011,"Ocean City, MD",9.0,MD
2011,"Engelhard-Swanquarter, NC",9.0,NC
2011,"Delacroix-Yscloskey, LA",9.0,LA
2011,"Long Beach-Barnegat, NJ",8.9,NJ
2011,"Upper Southeast (Other), AK",8.6,AK
2011,"Fort Myers, FL",8.2,FL
2011,"Tampa Bay-St. Petersburg, FL",8.1,FL
2011,"Vinalhaven, ME",8.0,ME
2011,"Seattle, WA",8.0,WA
2011,"Mayport, FL",7.9,FL
2011,"Apalachicola, FL",7.8,FL
2011,"Yukon Delta (Other), AK",7.6,AK
2011,"Crescent City, CA",7.5,CA
2011,"Port St. Joe, FL",7.3,FL
2011,"Fort Bragg, CA",7.3,CA
2011,"Darien-Bellville, GA",7.2,GA
2011,"Slidell-Covington, LA",7.1,LA
2011,"Anacortes-La Conner, WA",7.0,WA
2011,"Shelton, WA",6.8,WA
2011,"Morgan City-Berwick, LA",6.6,LA
2011,"Charleston-Mt. Pleasant, SC",6.5,SC
2011,"Santa Barbara, CA",6.3,CA
2011,"Hampton Bay-Shinnicock, NY",6.3,NY
2011,"Yakutat, AK",6.1,AK
2011,"Bodega Bay, CA",5.8,CA
2011,"Newport, RI",5.6,RI
2011,"Brookings, OR",5.5,OR
2011,"Neah Bay, WA",5.1,WA
2011,"Belhaven-Washington, NC",5.0,NC
2011,"Bay Center-South Bend, WA",4.9,WA
2011,"Wrangell, AK",4.7,AK
2011,"Cape Canaveral, FL",4.6,FL
2011,"Bon Secour-Gulf Shores, AL",4.5,AL
2011,"Craig, AK",4.3,AK
2011,"Spruce Head, ME",4.0,ME
2011,"Aransas Pass-Rockport, TX",3.8,TX
2011,"Panama City, FL",3.7,FL
2011,"Blaine, WA",3.6,WA
2011,"Oriental-Vandemere, NC",3.5,NC
2011,"Ft. Pierce-St.Lucie, FL",3.4,FL
2011,"Chincoteague, VA",3.4,VA
2011,"Beaufort, SC",3.4,SC
2011,"Stonington, CT",3.1,CT
2011,"New London, CT",2.9,CT
2011,"Georgetown, SC",2.7,SC
2011,"Port Orford, OR",2.4,OR
2011,"Port Townsend, WA",2.2,WA
2011,"Naples, FL",2.0,FL
2011,"Tacoma, WA",1.8,WA
2011,"Olympia, WA",1.8,WA
2011,"La Push, WA",1.4,WA
2011,"Tillamook, OR",1.3,OR
2011,"Haines, AK",0.9,AK
2010,"Dutch Harbor, AK",515.2,AK
2010,"Reedville, VA",426.1,VA
2010,"Empire-Venice, LA",353.5,LA
2010,"Intracoastal City, LA",334.6,LA
2010,"Kodiak, AK",325.3,AK
2010,"Akutan, AK",302.3,AK
2010,"Cameron, LA",204.7,LA
2010,"Los Angeles, CA",186.8,CA
2010,"Cordova, AK",147.7,AK
2010,"New Bedford, MA",133.4,MA
2010,"Port Hueneme-Oxnard-Ventura, CA",131.4,CA
2010,"Naknek, AK",124.1,AK
2010,"Pascagoula-Moss Point, MS",105.2,MS
2010,"Astoria, OR",100.9,OR
2010,"Westport, WA",100.8,WA
2010,"Gloucester, MA",88.8,MA
2010,"Ketchikan, AK",75.7,AK
2010,"Seward, AK",75.4,AK
2010,"Sitka, AK",74.6,AK
2010,"Newport, OR",57.0,OR
2010,"Petersburg, AK",49.9,AK
2010,"Cape May-Wildwood, NJ",43.1,NJ
2010,"Moss Landing, CA",38.4,CA
2010,"Portland, ME",38.2,ME
2010,"Point Judith, RI",35.6,RI
2010,"Dulac-Chauvin, LA",32.8,LA
2010,"Coos Bay-Charleston, OR",31.0,OR
2010,"Wanchese-Stumpy Point, NC",25.6,NC
2010,"Atlantic City, NJ",24.2,NJ
2010,"Ilwaco-Chinook, WA",23.6,WA
2010,"Honolulu, HI",23.5,HI
2010,"Brownsville-Port Isabel, TX",22.7,TX
2010,"Rockland, ME",22.6,ME
2010,"Kenai, AK",21.2,AK
2010,"Point Pleasant, NJ",20.9,NJ
2010,"Homer, AK",19.9,AK
2010,"Port Arthur, TX",19.6,TX
2010,"Bellingham, WA",18.6,WA
2010,"Monterey, CA",17.1,CA
2010,"Stonington, ME",17.0,ME
2010,"Ocean City, MD",16.7,MD
2010,"Hampton Roads Area, VA",16.1,VA
2010,"Juneau, AK",16.0,AK
2010,"Provincetown-Chatham, MA",15.9,MA
2010,"Lafitte-Barataria, LA",14.9,LA
2010,"Golden Meadow-Leeville, LA",14.8,LA
2010,"Palacios, TX",13.9,TX
2010,"Galveston, TX",13.4,TX
2010,"Key West, FL",13.3,FL
2010,"Crescent City, CA",13.3,CA
2010,"Montauk, NY",12.9,NY
2010,"Boston, MA",12.0,MA
2010,"Bon Secour-Gulf Shores, AL",11.3,AL
2010,"Eureka, CA",10.2,CA
2010,"Engelhard-Swanquarter, NC",9.2,NC
2010,"San Francisco Area, CA",8.9,CA
2010,"Long Beach-Barnegat, NJ",8.5,NJ
2010,"Shelton, WA",7.7,WA
2010,"Newport, RI",7.5,RI
2010,"Fort Myers, FL",7.2,FL
2010,"Anchorage, AK",7.0,AK
2010,"Yakutat, AK",6.8,AK
2010,"Fort Bragg, CA",6.6,CA
2010,"Brookings, OR",6.4,OR
2010,"Port St. Joe, FL",6.3,FL
2010,"Stonington, CT",6.0,CT
2010,"Mayport, FL",6.0,FL
2010,"Gulfport-Biloxi, MS",6.0,MS
2010,"Morgan City-Berwick, LA",5.9,LA
2010,"Seattle, WA",5.8,WA
2010,"Delacroix-Yscloskey, LA",5.8,LA
2010,"Anacortes-La Conner, WA",5.8,WA
2010,"Santa Barbara, CA",5.7,CA
2010,"Tampa Bay-St. Petersburg, FL",5.5,FL
2010,"Neah Bay, WA",5.1,WA
2010,"Charleston-Mt. Pleasant, SC",4.5,SC
2010,"Wrangell, AK",4.4,AK
2010,"Oriental-Vandemere, NC",4.4,NC
2010,"Hampton Bay-Shinnicock, NY",4.4,NY
2010,"Cape Canaveral, FL",4.2,FL
2010,"Blaine, WA",3.8,WA
2010,"Apalachicola, FL",3.8,FL
2010,"New London, CT",3.2,CT
2010,"Bayou La Batre, AL",3.1,AL
2010,"Chincoteague, VA",3.0,VA
2010,"Olympia, WA",2.8,WA
2010,"Panama City, FL",2.5,FL
2010,"Naples, FL",2.1,FL
2010,"Tacoma, WA",2.0,WA
2010,"Port Townsend, WA",1.6,WA
2010,"Port Orford, OR",1.5,OR
2010,"Tillamook, OR",1.4,OR
2010,"La Push, WA",1.0,WA
2009,"Dutch Harbor, AK",506.3,AK
2009,"Empire-Venice, LA",411.8,LA
2009,"Reedville, VA",349.4,VA
2009,"Kodiak, AK",282.9,AK
2009,"Intracoastal City, LA",244.7,LA
2009,"Pascagoula-Moss Point, MS",217.4,MS
2009,"Cameron, LA",178.8,LA
2009,"New Bedford, MA",170.0,MA
2009,"Port Hueneme-Oxnard-Ventura, CA",141.3,CA
2009,"Gloucester, MA",122.3,MA
2009,"Naknek, AK",119.4,AK
2009,"Los Angeles, CA",113.6,CA
2009,"Astoria, OR",104.4,OR
2009,"Sitka, AK",78.4,AK
2009,"Ketchikan, AK",75.9,AK
2009,"Westport, WA",74.4,WA
2009,"Cape May-Wildwood, NJ",63.9,NJ
2009,"Petersburg, AK",55.4,AK
2009,"Newport, OR",50.2,OR
2009,"Moss Landing, CA",46.2,CA
2009,"Cordova, AK",45.5,AK
2009,"Dulac-Chauvin, LA",42.4,LA
2009,"Point Judith, RI",39.9,RI
2009,"Portland, ME",37.3,ME
2009,"Atlantic City, NJ",33.0,NJ
2009,"Coos Bay-Charleston, OR",30.1,OR
2009,"Seward, AK",29.3,AK
2009,"Brownsville-Port Isabel, TX",27.0,TX
2009,"Lafitte-Barataria, LA",25.9,LA
2009,"Golden Meadow-Leeville, LA",25.6,LA
2009,"Wanchese-Stumpy Point, NC",25.5,NC
2009,"Honolulu, HI",22.3,HI
2009,"Galveston, TX",22.0,TX
2009,"Rockland, ME",21.4,ME
2009,"Bayou La Batre, AL",21.0,AL
2009,"Bellingham, WA",20.8,WA
2009,"Homer, AK",20.2,AK
2009,"Palacios, TX",20.0,TX
2009,"Point Pleasant, NJ",18.4,NJ
2009,"Ilwaco-Chinook, WA",18.4,WA
2009,"Hampton Roads Area, VA",18.0,VA
2009,"Juneau, AK",16.7,AK
2009,"Provincetown-Chatham, MA",16.1,MA
2009,"Port Arthur, TX",16.0,TX
2009,"Crescent City, CA",16.0,CA
2009,"Stonington, ME",14.8,ME
2009,"Delacroix-Yscloskey, LA",13.4,LA
2009,"Monterey, CA",12.9,CA
2009,"Gulfport-Biloxi, MS",12.9,MS
2009,"Shelton, WA",12.4,WA
2009,"Kenai, AK",12.2,AK
2009,"Eureka, CA",12.1,CA
2009,"Montauk, NY",11.5,NY
2009,"Key West, FL",11.5,FL
2009,"Boston, MA",11.2,MA
2009,"Ocean City, MD",8.6,MD
2009,"Long Beach-Barnegat, NJ",8.1,NJ
2009,"Anacortes-La Conner, WA",8.1,WA
2009,"Newport, RI",7.6,RI
2009,"Seattle, WA",7.5,WA
2009,"Engelhard-Swanquarter, NC",7.0,NC
2009,"Fort Bragg, CA",6.7,CA
2009,"Mayport, FL",6.4,FL
2009,"Brookings, OR",6.2,OR
2009,"Santa Barbara, CA",6.1,CA
2009,"Tampa Bay-St. Petersburg, FL",6.0,FL
2009,"Fort Myers, FL",6.0,FL
2009,"Port St. Joe, FL",5.9,FL
2009,"San Francisco Area, CA",5.8,CA
2009,"Yakutat, AK",5.5,AK
2009,"Anchorage, AK",5.5,AK
2009,"Morgan City-Berwick, LA",5.4,LA
2009,"Hampton Bay-Shinnicock, NY",5.0,NY
2009,"Bon Secour-Gulf Shores, AL",5.0,AL
2009,"Neah Bay, WA",4.9,WA
2009,"Cape Canaveral, FL",4.9,FL
2009,"Apalachicola, FL",4.7,FL
2009,"Charleston-Mt. Pleasant, SC",3.9,SC
2009,"Panama City, FL",3.8,FL
2009,"Wrangell, AK",3.6,AK
2009,"Oriental-Vandemere, NC",3.6,NC
2009,"Naples, FL",3.6,FL
2009,"Blaine, WA",3.3,WA
2009,"Stonington, CT",2.8,CT
2009,"Port Orford, OR",2.6,OR
2009,"Tacoma, WA",1.9,WA
2009,"Port Townsend, WA",1.8,WA
2009,"Olympia, WA",1.8,WA
2009,"New London, CT",1.7,CT
2009,"Tillamook, OR",1.6,OR
2009,"La Push, WA",0.8,WA
2008,"Dutch Harbor, AK",612.7,AK
2008,"Reedville, VA",354.2,VA
2008,"Empire-Venice, LA",353.2,LA
2008,"Intracoastal City, LA",254.6,LA
2008,"Kodiak, AK",250.9,AK
2008,"Pascagoula-Moss Point, MS",190.2,MS
2008,"Cameron, LA",171.9,LA
2008,"New Bedford, MA",146.4,MA
2008,"Los Angeles, CA",123.6,CA
2008,"Gloucester, MA",120.2,MA
2008,"Westport, WA",111.1,WA
2008,"Naknek, AK",105.2,AK
2008,"Astoria, OR",99.7,OR
2008,"Cordova, AK",95.7,AK
2008,"Cape May-Wildwood, NJ",82.9,NJ
2008,"Moss Landing, CA",73.5,CA
2008,"Newport, OR",57.8,OR
2008,"Sitka, AK",52.7,AK
2008,"Port Hueneme-Oxnard-Ventura, CA",46.3,CA
2008,"Ketchikan, AK",46.0,AK
2008,"Point Judith, RI",37.6,RI
2008,"Seward, AK",36.5,AK
2008,"Dulac-Chauvin, LA",35.6,LA
2008,"Atlantic City, NJ",35.3,NJ
2008,"Portland, ME",35.1,ME
2008,"Petersburg, AK",34.7,AK
2008,"Rockland, ME",29.6,ME
2008,"Coos Bay-Charleston, OR",27.0,OR
2008,"Honolulu, HI",26.0,HI
2008,"Gulfport-Biloxi, MS",24.5,MS
2008,"Lafitte-Barataria, LA",23.8,LA
2008,"Point Pleasant, NJ",23.4,NJ
2008,"Wanchese-Stumpy Point, NC",22.6,NC
2008,"Brownsville-Port Isabel, TX",20.4,TX
2008,"Hampton Roads Area, VA",19.3,VA
2008,"Bayou La Batre, AL",19.0,AL
2008,"Juneau, AK",18.4,AK
2008,"Ilwaco-Chinook, WA",17.7,WA
2008,"Stonington, ME",17.4,ME
2008,"Golden Meadow-Leeville, LA",16.8,LA
2008,"Provincetown-Chatham, MA",15.3,MA
2008,"Port Arthur, TX",14.9,TX
2008,"Anchorage, AK",14.8,AK
2008,"Eureka, CA",14.1,CA
2008,"Palacios, TX",13.6,TX
2008,"Crescent City, CA",13.6,CA
2008,"Bellingham, WA",13.6,WA
2008,"Monterey, CA",13.4,CA
2008,"Galveston, TX",13.1,TX
2008,"Montauk, NY",11.2,NY
2008,"Boston, MA",10.7,MA
2008,"Ocean City, MD",10.6,MD
2008,"Kenai, AK",10.4,AK
2008,"Shelton, WA",10.3,WA
2008,"Key West, FL",10.3,FL
2008,"Delacroix-Yscloskey, LA",10.3,LA
2008,"Engelhard-Swanquarter, NC",9.4,NC
2008,"Tampa Bay-St. Petersburg, FL",7.3,FL
2008,"Long Beach-Barnegat, NJ",7.2,NJ
2008,"Newport, RI",6.7,RI
2008,"Mayport, FL",6.1,FL
2008,"Morgan City-Berwick, LA",6.0,LA
2008,"Fort Myers, FL",5.7,FL
2008,"Santa Barbara, CA",5.6,CA
2008,"Wrangell, AK",5.0,AK
2008,"Hampton Bay-Shinnicock, NY",5.0,NY
2008,"Bon Secour-Gulf Shores, AL",5.0,AL
2008,"Seattle, WA",4.8,WA
2008,"Brookings, OR",4.8,OR
2008,"Cape Canaveral, FL",4.7,FL
2008,"Oriental-Vandemere, NC",4.6,NC
2008,"Anacortes-La Conner, WA",4.6,WA
2008,"Yakutat, AK",4.4,AK
2008,"Neah Bay, WA",4.3,WA
2008,"Apalachicola, FL",4.3,FL
2008,"Chincoteague, VA",4.1,VA
2008,"Homer, AK",4.0,AK
2008,"Darien-Bellville, GA",3.8,GA
2008,"Charleston-Mt. Pleasant, SC",3.8,SC
2008,"Panama City, FL",3.7,FL
2008,"Olympia, WA",3.6,WA
2008,"Sneads Ferry-Swansboro, NC",2.5,NC
2008,"Blaine, WA",2.5,WA
2008,"Stonington, CT",2.2,CT
2008,"Tacoma, WA",1.9,WA
2008,"Tillamook, OR",1.8,OR
2008,"Port Townsend, WA",1.8,WA
2008,"Port Orford, OR",1.5,OR
2008,"La Push, WA",1.0,WA
2007,"Dutch Harbor, AK",777.1,AK
2007,"Reedville, VA",421.1,VA
2007,"Empire-Venice, LA",323.1,LA
2007,"Kodiak, AK",320.0,AK
2007,"Intracoastal City, LA",299.7,LA
2007,"Pascagoula-Moss Point, MS",216.3,MS
2007,"Cameron, LA",211.1,LA
2007,"Astoria, OR",152.6,OR
2007,"New Bedford, MA",150.0,MA
2007,"Los Angeles, CA",141.3,CA
2007,"Westport, WA",120.0,WA
2007,"Naknek, AK",115.6,AK
2007,"Cordova, AK",108.8,AK
2007,"Moss Landing, CA",96.3,CA
2007,"Port Hueneme-Oxnard-Ventura, CA",94.5,CA
2007,"Gloucester, MA",94.5,MA
2007,"Ketchikan, AK",83.5,AK
2007,"Petersburg, AK",75.4,AK
2007,"Seward, AK",71.8,AK
2007,"Cape May-Wildwood, NJ",68.4,NJ
2007,"Newport, OR",64.7,OR
2007,"Sitka, AK",55.5,AK
2007,"Atlantic City, NJ",40.7,NJ
2007,"Point Judith, RI",37.6,RI
2007,"Portland, ME",34.2,ME
2007,"Rockland, ME",33.4,ME
2007,"Coos Bay-Charleston, OR",25.5,OR
2007,"Honolulu, HI",24.2,HI
2007,"Dulac-Chauvin, LA",23.5,LA
2007,"Point Pleasant, NJ",23.4,NJ
2007,"Brownsville-Port Isabel, TX",23.2,TX
2007,"Bayou La Batre, AL",23.0,AL
2007,"Wanchese-Stumpy Point, NC",22.4,NC
2007,"Ilwaco-Chinook, WA",22.2,WA
2007,"Hampton Roads Area, VA",21.1,VA
2007,"Lafitte-Barataria, LA",19.8,LA
2007,"Juneau, AK",19.5,AK
2007,"Galveston, TX",19.2,TX
2007,"Port Arthur, TX",17.4,TX
2007,"Eureka, CA",16.6,CA
2007,"Homer, AK",15.8,AK
2007,"Bellingham, WA",14.6,WA
2007,"Provincetown-Chatham, MA",14.3,MA
2007,"Stonington, ME",13.7,ME
2007,"Morgan City-Berwick, LA",13.7,LA
2007,"Golden Meadow-Leeville, LA",13.7,LA
2007,"Shelton, WA",13.5,WA
2007,"Palacios, TX",12.6,TX
2007,"Gulfport-Biloxi, MS",11.7,MS
2007,"Kenai, AK",11.0,AK
2007,"Montauk, NY",10.8,NY
2007,"Boston, MA",10.6,MA
2007,"Wrangell, AK",10.2,AK
2007,"Ocean City, MD",10.1,MD
2007,"Key West, FL",10.1,FL
2007,"Newport, RI",8.7,RI
2007,"Crescent City, CA",8.5,CA
2007,"Long Beach-Barnegat, NJ",7.9,NJ
2007,"Engelhard-Swanquarter, NC",6.4,NC
2007,"Mayport, FL",6.3,FL
2007,"Yakutat, AK",6.2,AK
2007,"Tampa Bay-St. Petersburg, FL",6.2,FL
2007,"Seattle, WA",6.2,WA
2007,"Fort Myers, FL",6.2,FL
2007,"Apalachicola, FL",6.1,FL
2007,"Bon Secour-Gulf Shores, AL",6.0,AL
2007,"Hampton Bay-Shinnicock, NY",5.8,NY
2007,"Anacortes-La Conner, WA",5.0,WA
2007,"Oriental-Vandemere, NC",4.8,NC
2007,"Neah Bay, WA",4.7,WA
2007,"Cape Canaveral, FL",4.3,FL
2007,"Brookings, OR",4.2,OR
2007,"Chincoteague, VA",3.9,VA
2007,"Charleston-Mt. Pleasant, SC",3.9,SC
2007,"Olympia, WA",3.5,WA
2007,"Panama City, FL",3.1,FL
2007,"Anchorage, AK",3.0,AK
2007,"Stonington, CT",2.9,CT
2007,"Tillamook, OR",2.6,OR
2007,"Blaine, WA",2.5,WA
2007,"Tacoma, WA",2.4,WA
2007,"Sneads Ferry-Swansboro, NC",2.4,NC
2007,"Port Townsend, WA",2.0,WA
2007,"Everett, WA",1.8,WA
2007,"Port Orford, OR",1.7,OR
2007,"La Push, WA",1.0,WA
2006,"Dutch Harbor, AK",911.3,AK
2006,"Intracoastal City, LA",400.7,LA
2006,"Reedville, VA",372.5,VA
2006,"Kodiak, AK",332.8,AK
2006,"Empire-Venice, LA",285.7,LA
2006,"Pascagoula-Moss Point, MS",212.1,MS
2006,"New Bedford, MA",168.3,MA
2006,"Los Angeles, CA",164.5,CA
2006,"Astoria, OR",164.2,OR
2006,"Westport, WA",141.3,WA
2006,"Gloucester, MA",117.4,MA
2006,"Naknek, AK",105.7,AK
2006,"Newport, OR",93.6,OR
2006,"Cape May-Wildwood, NJ",66.3,NJ
2006,"Moss Landing, CA",59.3,CA
2006,"Portland, ME",58.2,ME
2006,"Petersburg, AK",58.2,AK
2006,"Ketchikan, AK",50.3,AK
2006,"Sitka, AK",46.9,AK
2006,"Point Judith, RI",46.0,RI
2006,"Cordova, AK",45.8,AK
2006,"Port Hueneme-Oxnard-Ventura, CA",43.7,CA
2006,"Ilwaco-Chinook, WA",40.8,WA
2006,"Seward, AK",36.8,AK
2006,"Atlantic City, NJ",36.8,NJ
2006,"Rockland, ME",36.2,ME
2006,"Dulac-Chauvin, LA",30.8,LA
2006,"Brownsville-Port Isabel, TX",30.5,TX
2006,"Coos Bay-Charleston, OR",29.0,OR
2006,"Bayou La Batre, AL",28.0,AL
2006,"Wanchese-Stumpy Point, NC",26.5,NC
2006,"Point Pleasant, NJ",25.8,NJ
2006,"Lafitte-Barataria, LA",25.7,LA
2006,"Port Arthur, TX",25.0,TX
2006,"Stonington, ME",23.4,ME
2006,"Palacios, TX",22.3,TX
2006,"Galveston, TX",22.0,TX
2006,"Honolulu, HI",20.9,HI
2006,"Juneau, AK",19.0,AK
2006,"Eureka, CA",18.7,CA
2006,"Bellingham, WA",18.1,WA
2006,"Golden Meadow-Leeville, LA",17.9,LA
2006,"Crescent City, CA",17.8,CA
2006,"Homer, AK",15.6,AK
2006,"Shelton, WA",14.4,WA
2006,"Provincetown-Chatham, MA",14.3,MA
2006,"Key West, FL",13.2,FL
2006,"Hampton Roads Area, VA",13.0,VA
2006,"Tampa Bay-St. Petersburg, FL",11.9,FL
2006,"Kenai, AK",11.7,AK
2006,"Montauk, NY",10.9,NY
2006,"Ocean City, MD",10.3,MD
2006,"Newport, RI",10.3,RI
2006,"Morgan City-Berwick, LA",10.2,LA
2006,"Fort Myers, FL",9.9,FL
2006,"Gulfport-Biloxi, MS",9.6,MS
2006,"Cameron, LA",8.1,LA
2006,"Long Beach-Barnegat, NJ",7.8,NJ
2006,"Wrangell, AK",7.6,AK
