"Year ","Port ","Millions of Pounds"," Millions of Dollars "
"1992","Atlantic City, NJ","43.6","20.4"
"1992","Bellingham, WA","42","15"
"1992","Rockland, ME","40","3.5"
"1992","Crescent City, CA","39.2","15.9"
"1992","Coos Bay-Charleston, OR","38","15"
"1992","Sitka, AK","36.3","22.8"
"1992","Cordova, AK","32","18.9"
"1992","Point Pleasant, NJ","30","14.4"
"1992","Wanchese-Stumpy Point, NC","29.9","13"
"1992","Westport, WA","26","18"
"1992","Homer, AK","25.9","23.7"
"1992","Anacortes-La Conner, WA","25","14"
"1992","Seward, AK","24.2","8.4"
"1992","Newport, OR","24","22"
"1992","Brownsville-Port Isabel, TX","22.9","54.9"
"1992","Honolulu, HI","22.4","50.5"
"1992","Valdez, AK","22","16"
"1992","Golden Meadow-Leeville, LA","21.9","28.6"
"1992","Eureka, CA","21.2","10.1"
"1992","Hampton Roads Area, VA","20.8","33"
"1992","San Francisco Area, CA","19.6","13.3"
"1992","Naknek, AK","19.1","4"
"1992","Port Hueneme-Oxnard-Ventura, CA","18.7","10.7"
"1992","Belford, NJ","18.5","5"
"1992","Provincetown-Chatham, MA","18","13.8"
"1992","Ocean City, MD","17.9","8"
"1992","Monterey, CA","17.6","4.1"
"1992","Ilwaco-Chinook, WA","17","7"
"1992","Aransas Pass-Rockport, TX","17","32.3"
"1992","Bayou La Batre, AL","16.2","24"
"1992","Montauk, NY","14.6","16.1"
"1992","Boston, MA","14.4","13.4"
"1992","Newport, RI","14.2","14.5"
"1992","Delacroix-Yscloskey, LA","14","12.6"
"1992","Grand Isle, LA","12.9","13.2"
"1992","Galveston, TX","12.7","22.3"
"1992","Engelhard-Swanquarter, NC","12","6.1"
"1992","Hampton Bay-Shinnicock, NY","11.5","7.8"
"1992","Bodega Bay, CA","11.4","6.8"
"1992","Moss Landing, CA","11.3","2.9"
"1992","Fort Bragg, CA","11.2","6.1"
"1992","Cape Canaveral, FL","10.8","10.4"
"1992","Anchorage, AK","10.7","10.7"
"1992","Santa Barbara, CA","10.4","15.6"
"1992","Delcambre, LA","10.3","15.2"
"1992","Key West, FL","9.4","17.4"
"1992","Port Arthur, TX","9.3","21"
"1992","Gulfport-Biloxi, MS","8.9","16.6"
"1992","Wrangell, AK","8.8","4.6"
"1992","Freeport, TX","8.5","11.4"
"1992","Lafitte-Barataria, LA","8.3","11.9"
"1992","Morro Bay, CA","8","4.9"
"1992","Charleston-Mt. Pleasant, SC","7.7","10.9"
"1992","Craig, AK","7.4","3.7"
"1992","Oriental-Vandemere, NC","7.1","5.9"
"1992","Iberia, LA","7.1","9.3"
"1992","Seattle, WA","7","6"
"1992","Elizabeth City, NC","7","2.7"
"1992","Beaufort, SC","6.7","7.7"
"1992","Darien-Bellville, GA","6.4","9.2"
"1992","Tacoma, WA","6","5"
"1992","Stonington, ME","5.8","3.7"
"1992","Bon Secour-Gulf Shores, AL","5.7","10.6"
"1992","Long Beach-Barnegat, NJ","4.8","9.2"
"1992","Greenport, NY","4.6","3.8"
"1992","Savannah, GA","4.2","6"
"1992","Georgetown, SC","3.7","5.4"
"1992","San Diego, CA","3.5","5.2"
"1992","Chincoteague, VA","1",".8"
"1992","Brookings, OR","1","7"
"1992","Cape Charles-Oyster, VA",".2",".4"
"1991","Dutch Harbor, AK","731.7","130.6"
"1991","Reedville, VA","594.5","30.7"
"1991","Empire-Venice, LA","309.4","50.2"
"1991","Cameron, LA","289.1","26.3"
"1991","Kodiak, AK","287.3","96.9"
"1991","Pascagoula-Moss Point, MS","227.3","15.1"
"1991","Intracoastal City, LA","211.4","12"
"1991","Dulac-Chauvin, LA","166.8","52.1"
"1991","Los Angeles, CA","141.5","17.4"
"1991","Morgan City-Berwick, LA","119.5","9.4"
"1991","New Bedford, MA","112.9","159"
"1991","Gloucester, MA","107.6","40"
"1991","Cape May-Wildwood, NJ","93.5","40.1"
"1991","Petersburg, AK","90.3","34.6"
"1991","Ketchikan, AK","68.5","21.9"
"1991","Point Judith, RI","65.9","37.5"
"1991","Portland, ME","64","44.1"
"1991","Astoria, OR","53","17"
"1991","Newport, OR","52","14"
"1991","Port Hueneme-Oxnard-Ventura, CA","50.2","14"
"1991","Dillingham-Togiak, AK","50.1","29.2"
"1991","Bellingham, WA","50","21"
"1991","Cordova, AK","47.5","19.5"
"1991","Naknek, AK","44.8","28.8"
"1991","Seward, AK","44.6","24.5"
"1991","Valdez, AK","40.4","14.9"
"1991","Atlantic City, NJ","39.2","17.8"
"1991","Rockland, ME","31.9","3.6"
"1991","Crescent City, CA","30.2","11.5"
"1991","Coos Bay-Charleston, OR","30","13"
"1991","Brownsville-Port Isabel, TX","29.6","71.5"
"1991","Homer, AK","28.2","19.5"
"1991","Sitka, AK","27.4","26.2"
"1991","Hampton Roads Area, VA","26.8","33"
"1991","Seattle, WA","26","15"
"1991","San Francisco Area, CA","26","16.1"
"1991","Ocean City, MD","25.4","10.7"
"1991","Provincetown-Chatham, MA","24.7","14.3"
"1991","Golden Meadow-Leeville, LA","23.6","28.7"
"1991","Wanchese-Stumpy Point, NC","23","11"
"1991","Kenai, AK","21.5","13.2"
"1991","Aransas Pass-Rockport, TX","21.2","41.6"
"1991","Point Pleasant, NJ","20.8","12"
"1991","Westport, WA","20","12"
"1991","Eureka, CA","20","8"
"1991","Monterey, CA","19.3","4.7"
"1991","Anacortes-La Conner, WA","18","9"
"1991","Newport, RI","16.7","15.3"
"1991","Boston, MA","15.2","13"
"1991","Engelhard-Swanquarter, NC","15","8"
"1991","Fort Bragg, CA","14.9","8.4"
"1991","Bayou La Batre, AL","14.9","24.6"
"1991","Montauk, NY","14.3","15.1"
"1991","Key West, FL","14.1","35.1"
"1991","Bodega Bay, CA","13.6","9.4"
"1991","Santa Barbara, CA","12.9","17.1"
"1991","Craig, AK","12.6","3.3"
"1991","Ilwaco-Chinook, WA","12","5"
"1991","Wrangell, AK","11.9","4.7"
"1991","Galveston, TX","11.8","21.2"
"1991","Grand Isle, LA","11.7","12.3"
"1991","Hampton Bay-Shinnicock, NY","11","6.9"
"1991","Delacroix-Yscloskey, LA","11","8"
"1991","Delcambre, LA","10.6","15.1"
"1991","Port Arthur, TX","10.2","20.6"
"1991","Oriental-Vandemere, NC","10","8"
"1991","Fort Myers, FL","9.9","11.5"
"1991","Panama City, FL","9.7","7.8"
"1991","Everett, WA","9","5"
"1991","Gulfport-Biloxi, MS","8.8","14.4"
"1991","Bethel-Aniak, AK","8.4","4"
"1991","Moss Landing, CA","8.2","2.7"
"1991","Cape Canaveral, FL","7.8","9.9"
"1991","Belford, NJ","7.8","3.4"
"1991","Lafitte-Barataria, LA","7","11.8"
"1991","Brookings, OR","7","4"
"1991","Morro Bay, CA","6.6","4"
"1991","Tacoma, WA","6","3"
"1991","Neah Bay, WA","6","5"
"1991","Garibaldi, OR","6","3"
"1991","Freeport, TX","6","12.6"
"1991","Apalachicola, FL","5.8","11.6"
"1991","Bon Secour-Gulf Shores, AL","5.7","11.4"
"1991","Darien-Bellville, GA","5","9"
"1991","Long Beach-Barnegat, NJ","4.9","10.2"
"1991","Shelton, WA","4","9"
"1991","San Diego, CA","4","6.2"
"1991","Port Angeles, WA","4","6"
"1991","Chincoteague, VA","2.6","1.6"
"1991","Greenport, NY","1.3","1.3"
"1991","Cape Charles-Oyster, VA",".1",".4"
"1990","Reedville, VA","692.4","35.5"
"1990","Dutch Harbor, AK","509.9","126.2"
"1990","Pascagoula-Moss Point, MS","303.9","18.8"
"1990","Kodiak, AK","272.5","101.7"
"1990","Empire-Venice, LA","244.2","46.3"
"1990","Cameron, LA","232.6","20.6"
"1990","Intracoastal City, LA","173","7.6"
"1990","Dulac-Chauvin, LA","164.4","52.7"
"1990","Los Angeles, CA","158.5","21.3"
"1990","Morgan City-Berwick, LA","146.5","19.7"
"1990","Gloucester, MA","125.6","40.9"
"1990","New Bedford, MA","117.8","161.2"
"1990","Naknek, AK","90.4","91.1"
"1990","Cordova, AK","70.8","36.8"
"1990","Cape May-Wildwood, NJ","69.4","34.5"
"1990","Petersburg, AK","67.5","39.4"
"1990","Point Judith, RI","58.7","32.1"
"1990","Ketchikan, AK","52.6","28.3"
"1990","Egegik, AK","52.3","53.9"
"1990","Seward, AK","51.2","29.1"
"1990","Portland, ME","49.5","31.7"
"1990","Valdez, AK","46.1","20.5"
"1990","Kenai, AK","41.9","47.9"
"1990","Astoria, OR","41.2","16.2"
"1990","Port Hueneme-Oxnard-Ventura, CA","39.4","12.5"
"1990","Bellingham, WA","39.3","23"
"1990","Atlantic City, NJ","39.2","17.8"
"1990","Rockland, ME","36.2","3.1"
"1990","Newport, OR","34","14.7"
"1990","Provincetown-Chatham, MA","32.4","16.3"
"1990","Coos Bay-Charleston, OR","31.8","14.5"
"1990","Crescent City, CA","31.1","16.8"
"1990","San Francisco Area, CA","26.8","15.1"
"1990","Westport, WA","26.2","17.9"
"1990","Brownsville-Port Isabel, TX","25.2","57.2"
"1990","Dillingham-Togiak, AK","24.7","24"
"1990","Sitka, AK","24.4","22.1"
"1990","Eureka, CA","24.4","12.8"
"1990","Hampton Roads Area, VA","24.3","32.8"
"1990","Wanchese-Stumpy Point, NC","23","15"
"1990","Monterey, CA","22.8","4.4"
"1990","Ocean City, MD","21.1","8.8"
"1990","Golden Meadow-Leeville, LA","20.9","26.5"
"1990","Boston, MA","19.7","14.4"
"1990","Point Pleasant, NJ","18.4","9.6"
"1990","Aransas Pass-Rockport, TX","18","34.9"
"1990","Fort Bragg, CA","17.5","8.5"
"1990","Seattle, WA","16.5","13.5"
"1990","Wrangell, AK","15.6","8.4"
"1990","Anacortes-La Conner, WA","15.5","10.4"
"1990","Newport, RI","15","13.6"
"1990","Gulfport-Biloxi, MS","14.6","18.7"
"1990","Montauk, NY","14.3","15.6"
"1990","Grand Isle, LA","14.2","14.3"
"1990","Bayou La Batre, AL","13.7","20.7"
"1990","Panama City, FL","13.2","10.6"
"1990","Ilwaco-Chinook, WA","13.2","7.2"
"1990","Pilot Point-Ugashik, AK","12.7","13"
"1990","Bodega Bay, CA","12.6","8.4"
"1990","Santa Barbara, CA","11.6","11.2"
"1990","Key West, FL","11.4","21.7"
"1990","Port Arthur, TX","10.9","21.1"
"1990","Moss Landing, CA","10.3","3.6"
"1990","Delcambre, LA","10.2","14.7"
"1990","Oriental-Vandemere, NC","10","8"
"1990","Brookings, OR","10","4.6"
"1990","Morro Bay, CA","9.7","5"
"1990","Bethel-Aniak, AK","9.4","4.9"
"1990","St. Michael, AK","9","2.7"
"1990","Craig, AK","9","3.9"
"1990","Cape Canaveral, FL","8.8","13.2"
"1990","Fort Myers, FL","8.7","10.9"
"1990","Delacroix-Yscloskey, LA","8.3","7.6"
"1990","Belford, NJ","8.2","3.1"
"1990","Lafitte-Barataria, LA","8","11.1"
"1990","Galveston, TX","8","13"
"1990","Yakutat, AK","7.9","8.7"
"1990","Cape Charles-Oyster, VA","7.2","4.6"
"1990","Port Orford, OR","6.4","3.1"
"1990","St. Paul, AK","6.3","1.1"
"1990","Freeport, TX","6.2","14.8"
"1990","Hampton Bay-Shinnicock, NY","6.1","3.8"
"1990","Garibaldi, OR","6.1","3"
"1990","Darien-Bellville, GA","6","9"
"1990","Bon Secour-Gulf Shores, AL","5.7","11.1"
"1990","Apalachicola, FL","5","7.5"
"1990","Neah Bay, WA","4.8","4.7"
"1990","Barnegat Light, NJ","3.9","8.1"
"1990","Shelton, WA","3.5","7.2"
"1990","San Diego, CA","3.5","5.1"
"1990","Everett, WA","3.4","5.2"
"1990","Olympia, WA","2.6","4.8"
"1990","Greenport, NY","1.5","1.5"
"1990","Chincoteague, VA","1.1","1.4"
"1989","Reedville, VA","594.8","29"
"1989","Dutch Harbor, AK","504.3","107"
"1989","Cameron, LA","352.7","20.5"
"1989","Pascagoula-Moss Point, MS","282.1","16.9"
"1989","Empire-Venice, LA","272.7","49.2"
"1989","Los Angeles, CA","217.2","25.5"
"1989","Kodiak, AK","213.2","100.2"
"1989","Dulac-Chauvin, LA","210.9","50"
"1989","Intracoastal City, LA","207.2","9.5"
"1989","Petersburg, AK","113.5","61.4"
"1989","Gloucester, MA","98.8","30.8"
"1989","Ketchikan, AK","91.6","45.6"
"1989","New Bedford, MA","90.9","142.4"
"1989","Morgan City-Berwick, LA","68.1","17.8"
"1989","Port Hueneme-Oxnard-Ventura, CA","65.3","12"
"1989","Cordova, AK","55.3","35.3"
"1989","Cape May-Wildwood, NJ","54.1","30.8"
"1989","Astoria, OR","51","20"
"1989","Portland, ME","49","34.4"
"1989","Point Judith, RI","48.4","23.6"
"1989","Newport, OR","44.4","19.2"
"1989","Bellingham, WA","40.6","21.3"
"1989","Crescent City, CA","39.4","15"
"1989","Kenai, AK","35","56"
"1989","Coos Bay-Charleston, OR","34.9","16.1"
"1989","Seward, AK","34.2","23.1"
"1989","Atlantic City, NJ","33.9","15.5"
"1989","San Francisco Area, CA","33","13.3"
"1989","Sitka, AK","30.3","24.2"
"1989","Westport, WA","30.2","17.1"
"1989","Fort Bragg, CA","25.7","10.4"
"1989","Wanchese-Stumpy Point, NC","25","16"
"1989","Rockland, ME","24.8","7.1"
"1989","Ocean City, MD","24.6","9.1"
"1989","Hampton Roads Area, VA","24.5","31.1"
"1989","Golden Meadow-Leeville, LA","24.5","33.5"
"1989","Provincetown-Chatham, MA","23.7","12.9"
"1989","Ilwaco-Chinook, WA","23.3","12.3"
"1989","Brownsville-Port Isabel, TX","22.7","54.1"
"1989","Eureka, CA","21.2","8.4"
"1989","Everett, WA","20.4","7.8"
"1989","Homer, AK","20.3","18.2"
"1989","Point Pleasant, NJ","19.2","8.4"
"1989","Monterey, CA","17.3","5.6"
"1989","Boston, MA","17.3","12.8"
"1989","Anacortes-La Conner, WA","15.8","13.5"
"1989","Seattle, WA","15.6","14.7"
"1989","Aransas Pass-Rockport, TX","15","32"
"1989","Bayou La Batre, AL","14.9","24.7"
"1989","Gulfport-Biloxi, MS","12.6","22.2"
"1989","Brookings, OR","12.3","5.6"
"1989","Yakutat, AK","11.9","11.2"
"1989","Port Arthur, TX","11.5","23.8"
"1989","Delcambre, LA","11.3","15.7"
"1989","Bodega Bay, CA","11.2","8.4"
"1989","Fort Myers, FL","10.9","13.1"
"1989","Grand Isle, LA","10.8","10.7"
"1989","Cape Canaveral, FL","10.5","15.8"
"1989","Morro Bay, CA","10.2","5.3"
"1989","Santa Barbara, CA","9.9","9.4"
"1989","Montauk, NY","9.6","8.5"
"1989","Key West, FL","9.6","17.3"
"1989","Delacroix-Yscloskey, LA","9.5","9.8"
"1989","Wrangell, AK","9.3","5.4"
"1989","Galveston, TX","8.7","15.1"
"1989","Cape Charles-Oyster, VA","8.5","3.9"
"1989","Hampton Bay-Shinnicock, NY","8.3","5.7"
"1989","Moss Landing, CA","7.8","3.2"
"1989","Lafitte-Barataria, LA","7.6","10.6"
"1989","Garibaldi, OR","7.6","3.7"
"1989","Port Orford, OR","7.5","3.6"
"1989","Panama City, FL","7.5","6"
"1989","Belford, NJ","7.3","2.6"
"1989","Bay Center-South Bend, WA","7.2","5.8"
"1989","Chincoteague, VA","6.2","3.4"
"1989","Freeport, TX","6.1","10.7"
"1989","Darien-Bellville, GA","6","4"
"1989","Bon Secour-Gulf Shores, AL","6","9.7"
"1989","Port Angeles, WA","5.9","4.9"
"1989","Apalachicola, FL","5.8","7.8"
"1989","Shelton, WA","5.4","8"
"1989","Tacoma, WA","5","3"
"1989","Neah Bay, WA","4.3","4.3"
"1989","San Diego, CA","4.2","8.3"
"1989","Barnegat Light, NJ","3.6","7.3"
"1989","Bremerton, WA","3","5.7"
"1989","Greenport, NY","1.6","1.3"
"1988","Reedville, VA","545.3","28.6"
"1988","Cameron, LA","438.9","33.2"
"1988","Dutch Harbor, AK","377.3","100.9"
"1988","Kodiak, AK","304.6","166.3"
"1988","Empire-Venice, LA","297.2","67.7"
"1988","Pascagoula-Moss Point, MS","292","28.2"
"1988","Dulac-Chauvin, LA","244.1","56.5"
"1988","Los Angeles, CA","232","34"
"1988","Intracoastal City, LA","209.7","14.7"
"1988","Gloucester, MA","107.5","30.9"
"1988","New Bedford, MA","90.3","141"
"1988","Port Hueneme-Oxnard-Ventura, CA","55","10"
"1988","Petersburg, AK","50.4","58.5"
"1988","Point Judith, RI","49.6","25.4"
"1988","Cape May-Wildwood, NJ","48","28.4"
"1988","Kenai, AK","47.4","99.3"
"1988","Astoria, OR","44.2","24.3"
"1988","Portland, ME","44","30.4"
"1988","Morgan City-Berwick, LA","43.3","16.7"
"1988","Cordova, AK","42.5","46.4"
"1988","Gulfport-Biloxi, MS","42.3","29.5"
"1988","Rockland, ME","40.6","6.7"
"1988","Newport, OR","38.5","24.3"
"1988","Crescent City, CA","36","16"
"1988","Bellingham, WA","35.3","30.1"
"1988","Westport, WA","34.8","21.2"
"1988","Coos Bay-Charleston, OR","33","21.8"
"1988","Homer, AK","32.1","40.2"
"1988","Wanchese-Stumpy Point, NC","31","17"
"1988","Fort Bragg, CA","31","21"
"1988","Golden Meadow-Leeville, LA","30.1","37"
"1988","Ketchikan, AK","28.3","43.5"
"1988","Sitka, AK","27.7","37.4"
"1988","Atlantic City, NJ","27.7","12.6"
"1988","Eureka, CA","27","12"
"1988","Hampton Roads Area, VA","25.6","30.4"
"1988","Provincetown-Chatham, MA","25.2","11.6"
"1988","San Francisco Area, CA","25","15"
"1988","Ilwaco-Chinook, WA","23.2","13.2"
"1988","Seward, AK","23","19.5"
"1988","Ocean City, MD","21.1","8.9"
"1988","Boston, MA","21","15.1"
"1988","Seattle, WA","17.5","19.5"
"1988","Point Pleasant, NJ","17.3","7.4"
"1988","Cape Canaveral, FL","16.4","24.3"
"1988","Aransas Pass-Rockport, TX","15.6","45.6"
"1988","Bethel-Aniak, AK","14.6","10.3"
"1988","Everett, WA","14.5","8.2"
"1988","Oriental-Vandemere, NC","14","10"
"1988","Monterey, CA","14","4"
"1988","Bodega Bay, CA","14","17"
"1988","Brownsville-Port Isabel, TX","13.8","39.7"
"1988","Tacoma, WA","13.6","9"
"1988","Montauk, NY","13.2","14.7"
"1988","Bayou La Batre, AL","12.4","23.8"
"1988","Lafitte-Barataria, LA","11.9","16"
"1988","Delacroix-Yscloskey, LA","11.1","11"
"1988","Grand Isle, LA","10.8","12"
"1988","Delcambre, LA","10.8","12.7"
"1988","Chincoteague, VA","10.7","5.6"
"1988","Fort Myers, FL","10.2","12.7"
"1988","Morro Bay, CA","10","6"
"1988","Hampton Bay-Shinnicock, NY","10","7.4"
"1988","Anacortes-La Conner, WA","9.4","8.8"
"1988","Key West, FL","9.2","16.8"
"1988","Yakutat, AK","8.9","14"
"1988","Panama City, FL","8.1","6.3"
"1988","Moss Landing, CA","8","5"
"1988","Freeport, TX","7.9","22.6"
"1988","Brookings, OR","7.8","5.8"
"1988","Galveston, TX","7.7","21.4"
"1988","Santa Barbara, CA","7","6"
"1988","San Diego, CA","7","11"
"1988","Cape Charles-Oyster, VA","6.4","1.9"
"1988","Port Arthur, TX","6.2","17.4"
"1988","Bon Secour-Gulf Shores, AL","6.1","12.5"
"1988","Port Angeles, WA","6","10"
"1988","Darien-Bellville, GA","6","7"
"1988","Belford, NJ","5.6","2.6"
"1988","Apalachicola, FL","5.4","7"
"1988","Pelican, AK","4.9","8.4"
"1988","Barnegat Light, NJ","4.1","7.7"
"1988","Excursion Inlet, AK","3.5","4.6"
"1988","Juneau, AK","3.4","7.9"
"1988","Wrangell, AK","3.3","7.3"
"1988","Greenport, NY","2.5","1.7"
"1987","Cameron, LA","672.4","31.9"
"1987","Reedville, VA","609.6","31.7"
"1987","Pascagoula-Moss Point, MS","391.6","20.3"
"1987","Empire-Venice, LA","357.4","60.1"
"1987","Dulac-Chauvin, LA","331.7","65.6"
"1987","Intracoastal City, LA","314.3","13.4"
"1987","Kodiak, AK","204.1","132.1"
"1987","Los Angeles, CA","203.1","55.6"
"1987","Dutch Harbor, AK","128.2","62.7"
"1987","Gloucester, MA","93.1","34.5"
"1987","New Bedford, MA","78.7","143.8"
"1987","Cordova, AK","69.6","41.9"
"1987","Cape May-Wildwood, NJ","56.8","30.5"
"1987","Bellingham, WA","47.5","27.4"
"1987","Point Judith, RI","46.6","29.5"
"1987","Astoria, OR","46.6","24.6"
"1987","Portland, ME","44.2","35.9"
"1987","Petersburg, AK","42.4","36.9"
"1987","Port Hueneme-Oxnard-Ventura, CA","42.3","8.1"
"1987","Rockland, ME","39.5","8.2"
"1987","Gulfport-Biloxi, MS","38.2","14.2"
"1987","Newport, OR","35.9","21.9"
"1987","Coos Bay-Charleston, OR","29.6","19.1"
"1987","Eureka, CA","28.5","12.6"
"1987","Wanchese-Stumpy Point, NC","28.3","13.9"
"1987","Ketchikan, AK","27.6","22.8"
"1987","Golden Meadow-Leeville, LA","27.4","36.6"
"1987","Sitka, AK","27.1","33.6"
"1987","San Francisco Area, CA","27","12.5"
"1987","Morgan City-Berwick, LA","27","11"
"1987","Westport, WA","26.2","15.8"
"1987","Fort Bragg, CA","25.9","12.5"
"1987","Provincetown-Chatham, MA","25.8","12.7"
"1987","Hampton Roads Area, VA","25.1","31.9"
"1987","Atlantic City, NJ","25","11.4"
"1987","Everett, WA","23.5","5.3"
"1987","Crescent City, CA","23.1","12.1"
"1987","Boston, MA","23","17"
"1987","Ocean City, MD","22.5","10.6"
"1987","Seattle, WA","22.2","21.9"
"1987","Ilwaco-Chinook, WA","18.8","13.1"
"1987","Monterey, CA","16.1","4.2"
"1987","Point Pleasant, NJ","15.2","6.7"
"1987","Bayou La Batre, AL","15.1","29.8"
"1987","Montauk, NY","14.7","15.9"
"1987","Cape Canaveral, FL","14.6","21.7"
"1987","Delcambre, LA","13.9","22.1"
"1987","Brownsville-Port Isabel, TX","13.4","54.2"
"1987","Bodega Bay, CA","12.9","13.4"
"1987","Lafitte-Barataria, LA","12.7","19.2"
"1987","Delacroix-Yscloskey, LA","12.5","13.1"
"1987","Key West, FL","12.3","22.4"
"1987","Grand Isle, LA","12.3","12.6"
"1987","Morro Bay, CA","11.9","7.1"
"1987","Newport, RI","11.5","12.4"
"1987","Chincoteague, VA","11.5","5.9"
"1987","Moss Landing, CA","11.3","4.7"
"1987","Hampton Bay-Shinnicock, NY","11.1","7.9"
"1987","Oriental-Vandemere, NC","10.9","8.2"
"1987","Anacortes-La Conner, WA","10.9","10.2"
"1987","Apalachicola, FL","10.5","13.8"
"1987","Aransas Pass-Rockport, TX","10.2","36.4"
"1987","Santa Barbara, CA","9.9","7.2"
"1987","Fort Myers, FL","8.3","10.4"
"1987","Panama City, FL","8.2","6.3"
"1987","Cape Charles-Oyster, VA","7.8","2.7"
"1987","San Diego, CA","7.3","11.5"
"1987","Port Arthur, TX","6.7","22.9"
"1987","Belford, NJ","6.3","2.9"
"1987","Tillamook, OR","6.2","4.8"
"1987","Freeport, TX","6.2","23.6"
"1987","Brookings, OR","6","4.3"
"1987","Port Angeles, WA","5.9","5"
"1987","Darien-Bellville, GA","5","7"
"1987","Bon Secour-Gulf Shores, AL","4.8","13"
"1987","Galveston, TX","4.4","11.4"
"1987","Greenport, NY","2.3","2.6"
"1986","Cameron, LA","616.8","34.8"
"1986","Reedville, VA","443.4","23.8"
"1986","Pascagoula-Moss Point, MS","365.5","20.4"
"1986","Empire-Venice, LA","317.6","47.1"
"1986","Intracoastal City, LA","298.9","11.3"
"1986","Dulac-Chauvin, LA","294.6","71"
"1986","Los Angeles, CA","187.4","29.5"
"1986","Kodiak, AK","141.2","89.8"
"1986","Gloucester, MA","111.6","40.8"
"1986","Dutch Harbor, AK","88.3","37.2"
"1986","Petersburg, AK","85.2","38.1"
"1986","New Bedford, MA","68.7","111.5"
"1986","Cape May-Wildwood, NJ","56.7","28.5"
"1986","Point Judith, RI","53.2","28.7"
"1986","Gulfport-Biloxi, MS","46.7","15.2"
"1986","Bellingham, WA","45.9","28.8"
"1986","Rockland, ME","43.4","9.1"
"1986","Ketchikan, AK","42.2","20.6"
"1986","Seattle, WA","38.2","21.8"
"1986","Astoria, OR","36.8","16.4"
"1986","Portland, ME","35.6","22.4"
"1986","Boston, MA","31.4","19.1"
"1986","Port Hueneme-Oxnard-Ventura, CA","31","5.8"
"1986","Ocean City, MD","29.1","12.3"
"1986","Wanchese-Stumpy Point, NC","27.2","12.3"
"1986","Provincetown-Chatham, MA","27.1","11.8"
"1986","Aransas Pass-Rockport, TX","27.1","60.3"
"1986","Newport, OR","26.7","13.5"
"1986","San Francisco Area, CA","25.9","11.1"
"1986","Bayou La Batre, AL","25.6","43.3"
"1986","Brownsville-Port Isabel, TX","25.5","69.3"
"1986","Sitka, AK","25.2","21.8"
"1986","Golden Meadow-Leeville, LA","25.1","40"
"1986","Coos Bay-Charleston, OR","24.3","11.9"
"1986","Hampton Roads Area, VA","23.1","23.1"
"1986","Westport, WA","22.9","11.3"
"1986","Atlantic City, NJ","22","12.7"
"1986","Crescent City, CA","20.9","10.6"
"1986","Eureka, CA","19.4","8.3"
"1986","Delcambre, LA","18.7","28.4"
"1986","Ilwaco-Chinook, WA","18.3","9.1"
"1986","Fort Bragg, CA","17.8","8.5"
"1986","Morgan City-Berwick, LA","17.4","7.5"
"1986","Lafitte-Barataria, LA","16.8","24.1"
"1986","Monterey, CA","16.4","3.7"
"1986","Delacroix-Yscloskey, LA","16.3","12.5"
"1986","Key West, FL","15.4","27.4"
"1986","Point Pleasant, NJ","15.1","6.2"
"1986","Grand Isle, LA","14","11.9"
"1986","Santa Barbara, CA","13.7","7.7"
"1986","Galveston, TX","13.6","20.9"
"1986","Everett, WA","12.8","3.5"
"1986","Port Arthur, TX","12.5","29.9"
"1986","Chincoteague, VA","12.5","7"
"1986","Moss Landing, CA","12.1","3.6"
"1986","Newport, RI","11.6","12.8"
"1986","Freeport, TX","11.4","26.7"
"1986","Panama City, FL","11","7.9"
"1986","Montauk, NY","11","12.8"
"1986","Oriental-Vandemere, NC","10.7","8.9"
"1986","Fort Myers, FL","10.4","11.5"
"1986","Apalachicola, FL","9","12.4"
"1986","Anacortes-La Conner, WA","9","6.2"
"1986","Hampton Bay-Shinnicock, NY","8.5","5.5"
"1986","Bodega Bay, CA","8.5","6.1"
"1986","Morro Bay, CA","8.1","6"
"1986","Cape Canaveral, FL","8.1","15.9"
"1986","Brookings, OR","6.7","4.2"
"1986","Tillamook, OR","6.6","3.9"
"1986","Cape Charles-Oyster, VA","6.4","2.6"
"1986","Bon Secour-Gulf Shores, AL","6.3","13.5"
"1986","Belford, NJ","5.8","2"
"1986","San Diego, CA","5.4","7.5"
"1986","Port Angeles, WA","5.1","3.3"
"1986","Darien-Bellville, GA","5","8.3"
"1986","Greenport, NY","4.5","3.7"
"1985","Neah Bay, WA","","5.6"
"1985","Cameron, LA","673.6","29.9"
"1985","Reedville, VA","626.1","30.8"
"1985","Pascagoula-Moss Point, MS","423.2","18.4"
"1985","Dulac-Chauvin, LA","398.6","59.9"
"1985","Empire-Venice, LA","224.5","34.3"
"1985","Los Angeles, CA","150.3","32.5"
"1985","Gloucester, MA","118.3","37.1"
"1985","Dutch Harbor, AK","106.3","21.3"
"1985","Kodiak, AK","96.1","65.8"
"1985","New Bedford, MA","92.1","103.7"
"1985","Rockland, ME","59","11.1"
"1985","Point Judith, RI","58.1","28"
"1985","Cape May-Wildwood, NJ","48.8","25.3"
"1985","Seattle, WA","42.2","18.7"
"1985","Gulfport-Biloxi, MS","41.1","13.4"
"1985","Bellingham, WA","38.8","16.6"
"1985","Portland, ME","37","17.2"
"1985","Akutan, AK","32.3","13.4"
"1985","San Francisco Area, CA","31","12.5"
"1985","Provincetown-Chatham, MA","30.2","12.5"
"1985","Newport, OR","29.4","12.8"
"1985","Eureka, CA","28.5","10.7"
"1985","Coos Bay-Charleston, OR","25.6","10.4"
