"Year ","Port ","Millions of Pounds"," Millions of Dollars "
"2004","Dutch Harbor, AK","886.8","167.4"
"2004","Reedville, VA","400.5","26.1"
"2004","Empire-Venice, LA","379","60.2"
"2004","Kodiak, AK","317.4","94"
"2004","Intracoastal City, LA","301.8","20.3"
"2004","Cameron, LA","243.1","27.6"
"2004","New Bedford, MA","175.4","207.7"
"2004","Pascagoula-Moss Point, MS","162.8","11.9"
"2004","Astoria, OR","135.8","19.9"
"2004","Gloucester, MA","114.1","42.8"
"2004","Newport, OR","111.2","29.6"
"2004","Petersburg, AK","102.6","36.1"
"2004","Cape May-Wildwood, NJ","98.1","68.2"
"2004","Ketchikan, AK","96.7","25.8"
"2004","Naknek, AK","92.6","42.5"
"2004","Los Angeles, CA","92.1","16.3"
"2004","Westport, WA","91.2","20.5"
"2004","Port Hueneme-Oxnard-Ventura, CA","70.1","17.7"
"2004","Portland, ME","62.4","34.6"
"2004","Moss Landing, CA","55.5","6.9"
"2004","Point Judith, RI","50","36"
"2004","Cordova, AK","40.5","31.8"
"2004","Dulac-Chauvin, LA","40.4","42.8"
"2004","Seward, AK","38.6","43.6"
"2004","Sitka, AK","37.3","40.1"
"2004","Rockland, ME","36.7","8.4"
"2004","Hampton Roads Area, VA","34.7","100.8"
"2004","Point Pleasant, NJ","33.4","19.2"
"2004","Atlantic City, NJ","33.2","17.7"
"2004","Wanchese-Stumpy Point, NC","31.4","20.6"
"2004","Ilwaco-Chinook, WA","31.1","12"
"2004","Coos Bay-Charleston, OR","29.8","25.2"
"2004","Dillingham-Togiak, AK","28.2","13.3"
"2004","Golden Meadow-Leeville, LA","26.1","31.6"
"2004","Bellingham, WA","23.5","21.9"
"2004","Kenai, AK","21.8","16.3"
"2004","Port Arthur, TX","19.4","38.9"
"2004","Eureka, CA","19.4","13.1"
"2004","Bayou La Batre, AL","19.1","28.4"
"2004","Honolulu, HI","18.9","45.8"
"2004","Brownsville-Port Isabel, TX","18.7","40.3"
"2004","Homer, AK","18.1","37.1"
"2004","Morgan City-Berwick, LA","17.8","6.6"
"2004","Crescent City, CA","17","20.1"
"2004","Gulfport-Biloxi, MS","16.3","26.2"
"2004","Key West, FL","16","43.2"
"2004","Galveston, TX","16","31.4"
"2004","Juneau, AK","15","19.8"
"2004","Delcambre, LA","14.5","20.7"
"2004","Stonington, ME","14.1","22.4"
"2004","Provincetown-Chatham, MA","13.8","14.2"
"2004","Palacios, TX","13.5","27.6"
"2004","Grand Isle, LA","12.5","14.2"
"2004","Tampa Bay-St. Petersburg, FL","12.3","21.6"
"2004","Montauk, NY","12.3","13.1"
"2004","Delacroix-Yscloskey, LA","12","14.4"
"2004","Shelton, WA","10.4","27.3"
"2004","San Francisco Area, CA","10.4","12.9"
"2004","Fort Myers, FL","9.4","15.9"
"2004","Engelhard-Swanquarter, NC","9","7.8"
"2004","Lafitte-Barataria, LA","8.8","10.9"
"2004","Boston, MA","8.8","8.8"
"2004","Long Beach-Barnegat, NJ","8.6","20.6"
"2004","Apalachicola, FL","8.6","5.2"
"2004","Newport, RI","8","8.4"
"2004","Santa Barbara, CA","7.9","6.5"
"2004","Wrangell, AK","7.7","8.5"
"2004","Seattle, WA","7.7","8"
"2004","Port St. Joe, FL","7.5","8.4"
"2004","Mayport, FL","7.2","7.9"
"2004","Bay Center-South Bend, WA","7.2","15.2"
"2004","Blaine, WA","7.1","5.6"
"2004","Oriental-Vandemere, NC","7","7.2"
"2004","Hampton Bay-Shinnicock, NY","6.5","6.6"
"2004","Fort Bragg, CA","6.4","7.2"
"2004","Brookings, OR","6.2","8.6"
"2004","Cape Canaveral, FL","6","9.3"
"2004","Bon Secour-Gulf Shores, AL","6","7"
"2004","Anacortes-La Conner, WA","5.4","6.1"
"2004","Charleston-Mt. Pleasant, SC","5.2","8.5"
"2004","Belhaven-Washington, NC","5.2","3.7"
"2004","Neah Bay, WA","4.8","4.9"
"2004","Chincoteague, VA","4.3","7.1"
"2004","Tillamook, OR","3.7","3.8"
"2004","Monterey, CA","3.7","1.9"
"2004","Tacoma, WA","3.4","4.2"
"2004","Darien-Bellville, GA","3.3","5"
"2004","Yakutat, AK","3.2","3.3"
"2004","Craig, AK","3.1","4.9"
"2004","Port Orford, OR","3","4.8"
"2004","Ft. Pierce-St.Lucie, FL","2.3","2.6"
"2004","San Diego, CA","2.2","4"
"2004","Port Angeles, WA","2.2","2.8"
"2004","La Push, WA","2.1","3.7"
"2004","Olympia, WA","2","6.3"
"2004","Everett, WA","1.9","1.5"
"2004","Port Townsend, WA","1.8","2.9"
"2004","Anchorage, AK","1.1",".6"
"2003","Dutch Harbor, AK","908.7","156.9"
"2003","Empire-Venice, LA","400","50.8"
"2003","Reedville, VA","375.3","24.2"
"2003","Intracoastal City, LA","325.2","21.5"
"2003","Kodiak, AK","262.9","81.5"
"2003","Cameron, LA","259","25.1"
"2003","Pascagoula-Moss Point, MS","192","13.8"
"2003","New Bedford, MA","155.5","176.2"
"2003","Astoria, OR","114.1","25.6"
"2003","Petersburg, AK","88.9","24.1"
"2003","Gloucester, MA","88.8","37.8"
"2003","Los Angeles, CA","88.7","16.5"
"2003","Ketchikan, AK","79.8","16.4"
"2003","Westport, WA","75.7","42.6"
"2003","Cape May-Wildwood, NJ","74.1","42.7"
"2003","Cordova, AK","71","30.3"
"2003","Newport, OR","69.8","24.4"
"2003","Portland, ME","68.5","28.9"
"2003","Point Judith, RI","44.7","31.2"
"2003","Moss Landing, CA","44.1","9.6"
"2003","Seward, AK","43.6","39.4"
"2003","Ilwaco-Chinook, WA","43.2","17.3"
"2003","Port Hueneme-Oxnard-Ventura, CA","40.5","13.8"
"2003","Dulac-Chauvin, LA","39.4","42.3"
"2003","Atlantic City, NJ","38.1","20.8"
"2003","Point Pleasant, NJ","37.5","22.8"
"2003","Sitka, AK","34.6","24.8"
"2003","Wanchese-Stumpy Point, NC","33","21"
"2003","Rockland, ME","31.7","4.4"
"2003","Hampton Roads Area, VA","30.1","78"
"2003","Kenai, AK","25.5","16.3"
"2003","Golden Meadow-Leeville, LA","25.5","29.1"
"2003","Coos Bay-Charleston, OR","24.7","15.9"
"2003","Bellingham, WA","23.9","19.1"
"2003","Homer, AK","23.2","42.7"
"2003","Naknek, AK","21","10.4"
"2003","Stonington, ME","19.9","20.5"
"2003","Galveston, TX","18.6","32.7"
"2003","Bayou La Batre, AL","18.5","30.8"
"2003","Grand Isle, LA","18.3","16.9"
"2003","Brownsville-Port Isabel, TX","17.9","35.9"
"2003","Honolulu, HI","17.8","41"
"2003","Port Arthur, TX","17.5","30.1"
"2003","Morgan City-Berwick, LA","17.4","6.2"
"2003","Gulfport-Biloxi, MS","17.4","26.8"
"2003","Eureka, CA","16.4","12.8"
"2003","Key West, FL","15.8","38.4"
"2003","Provincetown-Chatham, MA","15.3","13.6"
"2003","Shelton, WA","13.1","20.1"
"2003","Delacroix-Yscloskey, LA","12.8","16.8"
"2003","Tampa Bay-St. Petersburg, FL","12.5","20.9"
"2003","Crescent City, CA","12.3","16.8"
"2003","Delcambre, LA","12.1","18.7"
"2003","San Francisco Area, CA","11.4","9.1"
"2003","Montauk, NY","10.9","11"
"2003","Wrangell, AK","10.7","6.4"
"2003","Monterey, CA","10","3.1"
"2003","Engelhard-Swanquarter, NC","10","8"
"2003","Long Beach-Barnegat, NJ","9.7","16.4"
"2003","Ocean City, MD","9.1","6.6"
"2003","Boston, MA","9","8.9"
"2003","Fort Bragg, CA","8.8","10.1"
"2003","Bay Center-South Bend, WA","8.8","15.3"
"2003","Palacios, TX","8.4","14.6"
"2003","Juneau, AK","8.4","13.5"
"2003","Port St. Joe, FL","8.3","4.8"
"2003","Fort Myers, FL","8.2","13.8"
"2003","Lafitte-Barataria, LA","7.5","6.9"
"2003","Seattle, WA","7.1","6"
"2003","Neah Bay, WA","7.1","6"
"2003","New London, CT","6.5","5"
"2003","Hampton Bay-Shinnicock, NY","6.5","6.5"
"2003","Blaine, WA","6.5","4"
"2003","Charleston-Mt. Pleasant, SC","6","9"
"2003","Belhaven-Washington, NC","6","5"
"2003","Anacortes-La Conner, WA","6","6.9"
"2003","Jonesport, ME","5.8","18"
"2003","Brookings, OR","5.8","6.3"
"2003","Santa Barbara, CA","5.5","5.7"
"2003","Iberia, LA","5.2","3.7"
"2003","Cape Canaveral, FL","5.2","6.8"
"2003","Apalachicola, FL","5.1","8.8"
"2003","Oriental-Vandemere, NC","5","5"
"2003","Darien-Bellville, GA","5","6"
"2003","Haines, AK","4.8","2.2"
"2003","Tillamook, OR","4.5","3.4"
"2003","Stonington, CT","4.5","9.4"
"2003","Bon Secour-Gulf Shores, AL","4.1","7.9"
"2003","Mayport, FL","4","7.4"
"2003","Georgetown, SC","4","6"
"2003","Beaufort, SC","4","5"
"2003","Bodega Bay, CA","3.3","4.9"
"2003","Tacoma, WA","3.2","5.2"
"2003","Ft. Pierce-St.Lucie, FL","3.2","3.5"
"2003","Sneads Ferry-Swansboro, NC","3","5"
"2003","Chincoteague, VA","3","4.1"
"2003","Avila Beach, CA","2.9","1.7"
"2003","Belford, NJ","2.7","2.2"
"2003","San Diego, CA","2.3","4.1"
"2003","Morro Bay, CA","2.2","1.7"
"2003","Olympia, WA","1.8","6.3"
"2003","Port Townsend, WA","1.6","2.5"
"2003","Port Angeles, WA","1.3","3.8"
"2003","La Push, WA","1.3","1.8"
"2003","Port Orford, OR","1.2","2"
"2003","Anchorage, AK",".9",".2"
"2003","Craig, AK",".8","1.4"
"2002","Dutch Harbor, AK","908.1","136.1"
"2002","Empire-Venice, LA","398.9","54.3"
"2002","Reedville, VA","367.4","24.2"
"2002","Intracoastal City, LA","358.5","24.1"
"2002","Cameron, LA","349.9","27.5"
"2002","Kodiak, AK","250.4","63.3"
"2002","Pascagoula-Moss Point, MS","198.5","13.9"
"2002","Los Angeles, CA","170.1","20.9"
"2002","New Bedford, MA","108.7","168.6"
"2002","Astoria, OR","106.9","23.7"
"2002","Moss Landing, CA","80.9","9.7"
"2002","Gloucester, MA","78.5","41.2"
"2002","Ketchikan, AK","73.2","12.8"
"2002","Sitka, AK","69.6","28.1"
"2002","Newport, OR","64.2","17.5"
"2002","Westport, WA","62.5","24.4"
"2002","Portland, ME","62","40.4"
"2002","Cape May-Wildwood, NJ","60.1","35.3"
"2002","Cordova, AK","59.2","26.2"
"2002","Port Hueneme-Oxnard-Ventura, CA","56","10.4"
"2002","Petersburg, AK","53.7","19"
"2002","Point Judith, RI","42.8","31.3"
"2002","Dulac-Chauvin, LA","42.7","46.2"
"2002","Ilwaco-Chinook, WA","42.2","11.4"
"2002","Atlantic City, NJ","41.2","22.4"
"2002","Seward, AK","38.2","31.1"
"2002","Point Pleasant, NJ","34.7","19.7"
"2002","Homer, AK","30.5","39.4"
"2002","Hampton Roads Area, VA","29.9","67.9"
"2002","Wanchese-Stumpy Point, NC","28.7","23.2"
"2002","Golden Meadow-Leeville, LA","26","31.2"
"2002","Coos Bay-Charleston, OR","25.8","12.3"
"2002","Morgan City-Berwick, LA","25.6","8.3"
"2002","Bellingham, WA","23.6","18.8"
"2002","Rockland, ME","22","4.3"
"2002","Brownsville-Port Isabel, TX","19.9","44.1"
"2002","Kenai, AK","19.6","11.6"
"2002","Honolulu, HI","17.7","39.9"
"2002","Key West, FL","17.5","43.2"
"2002","Galveston, TX","17.4","28.9"
"2002","Bayou La Batre, AL","17.1","27.4"
"2002","Eureka, CA","16.4","7.2"
"2002","Delacroix-Yscloskey, LA","15.5","20.5"
"2002","Stonington, ME","15.4","21.8"
"2002","Provincetown-Chatham, MA","15.4","15.2"
"2002","Palacios, TX","15.1","30.6"
"2002","Grand Isle, LA","15.1","13.2"
"2002","Port Arthur, TX","14.9","30.8"
"2002","Monterey, CA","14.8","3.1"
"2002","Gulfport-Biloxi, MS","14.8","26.9"
"2002","Delcambre, LA","14.4","24.7"
"2002","Tampa Bay-St. Petersburg, FL","12.4","19.2"
"2002","San Francisco Area, CA","12.1","9.7"
"2002","Ocean City, MD","12.1","8.1"
"2002","Wrangell, AK","12","7.5"
"2002","Montauk, NY","11.3","11.1"
"2002","Hampton Bay-Shinnicock, NY","11.1","8.3"
"2002","Engelhard-Swanquarter, NC","10.7","11.1"
"2002","Naknek, AK","9.8","4.3"
"2002","Lafitte-Barataria, LA","9.5","13"
"2002","Fort Myers, FL","9.2","16.7"
"2002","Long Beach-Barnegat, NJ","8.8","14.6"
"2002","Haines, AK","8.5","3"
"2002","Anacortes-La Conner, WA","8.5","12"
"2002","Fort Bragg, CA","8.4","6.6"
"2002","Boston, MA","8.1","8.6"
"2002","Port St. Joe, FL","7.7","3.7"
"2002","Jonesport, ME","7.3","18"
"2002","Bay Center-South Bend, WA","7.1","12.3"
"2002","Seattle, WA","7","6.3"
"2002","Port Angeles, WA","6.7","6.2"
"2002","Juneau, AK","6.4","9.8"
"2002","Crescent City, CA","6.4","5.5"
"2002","Belhaven-Washington, NC","6.4","6.2"
"2002","Shelton, WA","6.3","7.1"
"2002","Blaine, WA","6.3","4.3"
"2002","Santa Barbara, CA","6.1","6.6"
"2002","New London, CT","5.9","4.9"
"2002","Oriental-Vandemere, NC","5.8","8.5"
"2002","Charleston-Mt. Pleasant, SC","5.8","9.3"
"2002","Apalachicola, FL","5.6","9.2"
"2002","Aransas Pass-Rockport, TX","5.2","8.6"
"2002","Stonington, CT","5.1","8.5"
"2002","Belford, NJ","5","2.4"
"2002","Darien-Bellville, GA","4.9","6.9"
"2002","Freeport, TX","4.6","9"
"2002","Mayport, FL","4.5","8.4"
"2002","Cape Canaveral, FL","4.4","6.2"
"2002","Brookings, OR","4.4","2.4"
"2002","Tillamook, OR","3.9","2.7"
"2002","Bon Secour-Gulf Shores, AL","3.8","7"
"2002","Georgetown, SC","3.4","5.2"
"2002","Tacoma, WA","3.1","4.2"
"2002","Sneads Ferry-Swansboro, NC","2.9","6.4"
"2002","Ft. Pierce-St.Lucie, FL","2.9","3.5"
"2002","San Diego, CA","2.5","4.1"
"2002","Chincoteague, VA","2.3","2.9"
"2002","Olympia, WA","2.1","6.3"
"2002","Craig, AK","1.7","1.7"
"2001","Dutch Harbor, AK","834.5","129.4"
"2001","Reedville, VA","488","27.7"
"2001","Empire-Venice, LA","370.7","59.1"
"2001","Cameron, LA","324.1","29.4"
"2001","Intracoastal City, LA","303.6","22.1"
"2001","Kodiak, AK","285.5","74.4"
"2001","Los Angeles, CA","219.1","29.8"
"2001","Pascagoula-Moss Point, MS","196","16.3"
"2001","New Bedford, MA","107.2","151.4"
"2001","Port Hueneme-Oxnard-Ventura, CA","104.8","12.6"
"2001","Astoria, OR","102.9","24.3"
"2001","Newport, OR","93.2","21.2"
"2001","Portland, ME","86.6","34.4"
"2001","Gloucester, MA","78.4","38"
"2001","Cordova, AK","78.3","32.5"
"2001","Cape May-Wildwood, NJ","66.4","33"
"2001","Sitka, AK","64.4","27.9"
"2001","Moss Landing, CA","56.1","6.5"
"2001","Petersburg, AK","51.2","22.4"
"2001","Point Judith, RI","48.5","33.6"
"2001","Dulac-Chauvin, LA","46.2","60.9"
"2001","Atlantic City, NJ","45.5","25.2"
"2001","Seward, AK","43.8","30.5"
"2001","Ilwaco-Chinook, WA","36.1","11.4"
"2001","Naknek, AK","33.9","13.2"
"2001","Point Pleasant, NJ","32.2","18.7"
"2001","Wanchese-Stumpy Point, NC","31.9","26.1"
"2001","Hampton Roads Area, VA","28","56.9"
"2001","Ketchikan, AK","27","9.6"
"2001","Coos Bay-Charleston, OR","26.8","12.6"
"2001","Rockland, ME","24.7","6.4"
"2001","Golden Meadow-Leeville, LA","24.1","36.9"
"2001","Morgan City-Berwick, LA","23.3","10"
"2001","Homer, AK","23","29.4"
"2001","Stonington, ME","22.4","16.6"
"2001","Brownsville-Port Isabel, TX","22.4","59.8"
"2001","Bellingham, WA","20.1","16.3"
"2001","Honolulu, HI","20","40"
"2001","Galveston, TX","18.6","36"
"2001","Bayou La Batre, AL","18","38.9"
"2001","Provincetown-Chatham, MA","17.1","18.1"
"2001","Key West, FL","16.4","40"
"2001","Palacios, TX","16.1","37.1"
"2001","Port Arthur, TX","14.6","36.8"
"2001","Gulfport-Biloxi, MS","14.6","29.1"
"2001","Montauk, NY","14.5","13.2"
"2001","Kenai, AK","14.4","10"
"2001","Delacroix-Yscloskey, LA","13.4","19.9"
"2001","Ocean City, MD","13.2","8.6"
"2001","Tampa Bay-St. Petersburg, FL","12.7","20.2"
"2001","Grand Isle, LA","12.4","15.5"
"2001","Crescent City, CA","11.3","6.2"
"2001","Delcambre, LA","10.8","22.6"
"2001","Long Beach-Barnegat, NJ","10.4","14.4"
"2001","Hampton Bay-Shinnicock, NY","10.2","9.2"
"2001","Wrangell, AK","9.9","6.4"
"2001","Boston, MA","9.6","8.3"
"2001","Anacortes-La Conner, WA","9.6","3.2"
"2001","Lafitte-Barataria, LA","9.5","13.4"
"2001","Eureka, CA","9.5","5.7"
"2001","Engelhard-Swanquarter, NC","9.5","8.7"
"2001","San Francisco Area, CA","9","8"
"2001","Blaine, WA","8.9","5.4"
"2001","Stonington, CT","8.8","9.9"
"2001","Fort Myers, FL","8.7","18.7"
"2001","Cape Canaveral, FL","8.2","11.3"
"2001","Juneau, AK","7.9","8.9"
"2001","Iberia, LA","7.8","8.1"
"2001","Port St. Joe, FL","7.6","5"
"2001","Monterey, CA","7.5","1.7"
"2001","Fort Bragg, CA","7","6.1"
"2001","Freeport, TX","6.5","15.2"
"2001","Charleston-Mt. Pleasant, SC","6.2","10.4"
"2001","Apalachicola, FL","6.2","10.9"
"2001","Jonesport, ME","6.1","15.9"
"2001","Bon Secour-Gulf Shores, AL","6","8.9"
"2001","Aransas Pass-Rockport, TX","5.8","12.6"
"2001","Port Lavaca, TX","5.6","8.7"
"2001","Haines, AK","5.6","2.8"
"2001","Santa Barbara, CA","5.3","5.4"
"2001","Oriental-Vandemere, NC","4.9","6.9"
"2001","New London, CT","4.7","3.9"
"2001","Darien-Bellville, GA","4.2","5.8"
"2001","Mayport, FL","4","8.3"
"2001","Belford, NJ","3.8","2.4"
"2001","Ft. Pierce-St.Lucie, FL","3.7","4.5"
"2001","Brookings, OR","3.7","2.7"
"2001","Port Angeles, WA","3.3","5.8"
"2001","Beaufort, SC","3.1","5.6"
"2001","Sneads Ferry-Swansboro, NC","2.8","5.6"
"2001","Chincoteague, VA","2.6","2.6"
"2001","Greenport, NY","1","1"
"2000","Dutch Harbor, AK","699.8","124.9"
"2000","Cameron, LA","414.5","47.6"
"2000","Empire-Venice, LA","396.2","61.6"
"2000","Reedville, VA","366.8","29.5"
"2000","Intracoastal City, LA","321.7","24.5"
"2000","Kodiak, AK","289.6","94.7"
"2000","Los Angeles, CA","254.7","38.1"
"2000","Pascagoula-Moss Point, MS","199.9","16.5"
"2000","Port Hueneme-Oxnard-Ventura, CA","162.2","20.2"
"2000","Astoria, OR","130.1","28"
"2000","Newport, OR","102.3","24.6"
"2000","Sitka, AK","95.5","44.6"
"2000","New Bedford, MA","89.9","148.8"
"2000","Portland, ME","63.9","45.4"
"2000","Naknek, AK","63.1","37.3"
"2000","Point Judith, RI","59.3","41.4"
"2000","Cape May-Wildwood, NJ","58.9","28.7"
"2000","Ketchikan, AK","57.3","20"
"2000","Moss Landing, CA","50.5","7.3"
"2000","Atlantic City, NJ","50.4","26.1"
"2000","Dulac-Chauvin, LA","48.2","68.1"
"2000","Gloucester, MA","43.2","41.9"
"2000","Point Pleasant, NJ","38.2","17.8"
"2000","Westport, WA","37.5","17.8"
"2000","Wanchese-Stumpy Point, NC","33.3","24"
"2000","Petersburg, AK","32.3","19.4"
"2000","Brownsville-Port Isabel, TX","29.2","88.6"
"2000","Seward, AK","28.6","35.8"
"2000","Rockland, ME","28.3","8.2"
"2000","Honolulu, HI","27","56"
"2000","Golden Meadow-Leeville, LA","26.9","44.9"
"2000","Bayou La Batre, AL","23","48.9"
"2000","Hampton Roads Area, VA","22.7","52.8"
"2000","Morgan City-Berwick, LA","20.2","10.6"
"2000","Ilwaco-Chinook, WA","19.8","6.9"
"2000","Coos Bay-Charleston, OR","19.2","13.1"
"2000","Grand Isle, LA","18.2","26.4"
"2000","Provincetown-Chatham, MA","18.1","15.7"
"2000","Homer, AK","18.1","30.9"
"2000","Bellingham, WA","18","15.9"
"2000","Galveston, TX","17.4","40.8"
"2000","Port Arthur, TX","17","49.3"
"2000","Key West, FL","16.9","50.6"
"2000","Stonington, ME","15.9","18"
"2000","Crescent City, CA","15.6","10.5"
"2000","Delacroix-Yscloskey, LA","15.5","20.1"
"2000","Palacios, TX","14.8","41.8"
"2000","Gulfport-Biloxi, MS","14.2","35.5"
"2000","Hampton Bay-Shinnicock, NY","13.7","9.5"
"2000","Eureka, CA","13.7","7.7"
"2000","Kenai, AK","13.5","12.3"
"2000","Delcambre, LA","13.3","30.8"
"2000","Montauk, NY","12.6","13.1"
"2000","Engelhard-Swanquarter, NC","12","11.2"
"2000","Tampa Bay-St. Petersburg, FL","11.7","20.4"
"2000","Iberia, LA","11.4","13.5"
"2000","San Francisco Area, CA","11.2","8.5"
"2000","Monterey, CA","10.9","2.4"
"2000","Cape Canaveral, FL","10.9","15.3"
"2000","Apalachicola, FL","10.3","11.4"
"2000","Haines, AK","9.9","4.1"
"2000","Ocean City, MD","9.6","6.6"
"2000","Stonington, CT","9.5","9.7"
"2000","Long Beach-Barnegat, NJ","9.1","14.6"
"2000","Oriental-Vandemere, NC","8.6","10.9"
"2000","Wrangell, AK","8.3","5.9"
"2000","Fort Myers, FL","7.9","16.5"
"2000","Freeport, TX","7.5","22.8"
"2000","Lafitte-Barataria, LA","7.4","10.8"
"2000","Fort Bragg, CA","7.4","6.7"
"2000","Belhaven-Washington, NC","7.3","5.6"
"2000","Santa Barbara, CA","7.1","6.7"
"2000","Charleston-Mt. Pleasant, SC","6.9","14.1"
"2000","Boston, MA","6.8","9.1"
"2000","Juneau, AK","6.7","11.6"
"2000","Blaine, WA","6.7","5.4"
"2000","Aransas Pass-Rockport, TX","6.7","17.8"
"2000","Bon Secour-Gulf Shores, AL","5.5","12.5"
"2000","Mayport, FL","4.5","9.9"
"2000","Beaufort, SC","4.3","7.7"
"2000","Darien-Bellville, GA","4.2","9.4"
"2000","New London, CT","4","3.5"
"2000","Belford, NJ","3.9","2.6"
"2000","Seattle, WA","3.8","7.6"
"2000","Port Lavaca, TX","3.6","6.1"
"2000","Everglades City, FL","3.5","9"
"2000","Jonesport, ME","3.2","9.1"
"2000","Ft. Pierce-St.Lucie, FL","3.2","4.5"
"2000","Sneads Ferry-Swansboro, NC","3.1","6.3"
"2000","Georgetown, SC","3","5.9"
"2000","Houston, TX","2.9","5.4"
"2000","Greenport, NY","2.9","2.1"
"2000","Chincoteague, VA","2.9","2.4"
"2000","San Diego, CA","2.6","5.2"
"2000","Brunswick, GA","1.9","5.1"
"2000","Anchorage, AK","1.5",".4"
"2000","Craig, AK","1.3","1.6"
"1999","Dutch Harbor, AK","678.3","140.8"
"1999","Empire-Venice, LA","435","64"
"1999","Cameron, LA","406","36"
"1999","Reedville, VA","378.6","32.4"
"1999","Intracoastal City, LA","369","21"
"1999","Kodiak, AK","331.6","100.8"
"1999","Pascagoula-Moss Point, MS","250.5","16"
"1999","Los Angeles, CA","194.7","36.1"
"1999","Ketchikan, AK","159.4","39.9"
"1999","Port Hueneme-Oxnard-Ventura, CA","155.9","32.3"
"1999","Morgan City-Berwick, LA","137","16"
"1999","Astoria, OR","118.2","23.1"
"1999","Petersburg, AK","99.2","34.1"
"1999","Newport, OR","92.4","19.6"
"1999","New Bedford, MA","86.2","129.9"
"1999","Point Judith, RI","70.4","51.1"
"1999","Cape May-Wildwood, NJ","64","26.6"
"1999","Naknek, AK","62.3","46.5"
"1999","Cordova, AK","62.2","30.8"
"1999","Portland, ME","55.6","42.4"
"1999","Gloucester, MA","50.1","25.6"
"1999","Dulac-Chauvin, LA","42","49"
"1999","Seward, AK","41.8","41.5"
"1999","Atlantic City, NJ","41.2","20"
"1999","Moss Landing, CA","40.7","6.1"
"1999","Sitka, AK","36.2","32.6"
"1999","Rockland, ME","35.8","3.9"
"1999","Wanchese-Stumpy Point, NC","33.6","22.7"
"1999","Point Pleasant, NJ","33.4","17.2"
"1999","Honolulu, HI","30.6","52.1"
"1999","Coos Bay-Charleston, OR","26","11.8"
"1999","Westport, WA","25.6","10.8"
"1999","Brownsville-Port Isabel, TX","23.3","67.3"
"1999","Wrangell, AK","23.2","8.5"
"1999","Hampton Roads Area, VA","21.9","39.4"
"1999","Bellingham, WA","21.2","16.9"
"1999","Provincetown-Chatham, MA","20","12.9"
"1999","Key West, FL","19.8","51.9"
"1999","Kenai, AK","19.6","22.9"
"1999","Golden Meadow-Leeville, LA","19","29"
"1999","Galveston, TX","18","33.1"
"1999","Bayou La Batre, AL","17.8","40"
"1999","Homer, AK","17.4","34.6"
"1999","Delacroix-Yscloskey, LA","16","17"
"1999","Engelhard-Swanquarter, NC","15.7","11.9"
"1999","Crescent City, CA","14.3","11.6"
"1999","Grand Isle, LA","14","12"
"1999","Gulfport-Biloxi, MS","13.4","27.9"
"1999","Delcambre, LA","13","25"
"1999","Montauk, NY","12.9","12.1"
"1999","Palacios, TX","12.8","35.9"
"1999","Eureka, CA","12.1","9.7"
"1999","Hampton Bay-Shinnicock, NY","11.7","8.4"
"1999","Tampa Bay-St. Petersburg, FL","11.1","19.2"
"1999","Oriental-Vandemere, NC","11","10.1"
"1999","Ocean City, MD","10.9","6.2"
"1999","Belhaven-Washington, NC","10.8","7.9"
"1999","Ilwaco-Chinook, WA","10.5","4.2"
"1999","Orleans, LA","10","6"
"1999","Long Beach-Barnegat, NJ","9.8","12.1"
"1999","Fort Myers, FL","9.7","18.9"
"1999","San Francisco Area, CA","9.5","7.7"
"1999","Port Arthur, TX","8.9","22.4"
"1999","Cape Canaveral, FL","8.9","11.9"
"1999","Port St. Joe, FL","8.3","6.3"
"1999","Boston, MA","8.3","9.4"
"1999","Lafitte-Barataria, LA","8","10"
"1999","Iberia, LA","8","9"
"1999","Fort Bragg, CA","7.9","5.9"
"1999","Stonington, CT","7.6","8.7"
"1999","Juneau, AK","7.6","14.4"
"1999","Anchorage, AK","7.2","4.1"
"1999","Santa Barbara, CA","7","8.7"
"1999","Haines, AK","7","4.2"
"1999","Charleston-Mt. Pleasant, SC","6.8","12"
"1999","Apalachicola, FL","6.8","10.3"
"1999","Blaine, WA","6.5","3.2"
"1999","Belford, NJ","6.4","3"
"1999","Aransas Pass-Rockport, TX","6.4","15"
"1999","Brookings, OR","6.2","5.3"
"1999","Beaufort, SC","6.2","8.5"
"1999","Freeport, TX","5.9","16.6"
"1999","Craig, AK","5.8","2.1"
"1999","Monterey, CA","5.7","2.2"
"1999","Greenport, NY","5.7","3.3"
"1999","New London, CT","5.4","3.9"
"1999","Darien-Bellville, GA","4.9","9.2"
"1999","Chincoteague, VA","4.9","2.1"
"1999","Bon Secour-Gulf Shores, AL","4.7","9.1"
"1999","Panama City, FL","4.1","5.2"
"1999","San Diego, CA","4","5.1"
"1999","Mayport, FL","3.9","7.7"
"1999","Seabrook, TX","3.8","9.6"
"1999","Anacortes-La Conner, WA","3.5","6.1"
"1999","Georgetown, SC","3.4","6.4"
"1999","Stonington, ME","3.2","9.1"
"1999","Seattle, WA","2.7","6"
"1999","Jonesport, ME","2.5","7"
"1998","Dutch Harbor, AK","597.1","110"
"1998","Reedville, VA","509","42.6"
"1998","Kodiak, AK","357.6","78.7"
"1998","Empire-Venice, LA","328","38.3"
"1998","Seattle, WA","312.8","22.3"
"1998","Cameron, LA","257.4","29.8"
"1998","Intracoastal City, LA","206.7","12.7"
"1998","Pascagoula-Moss Point, MS","193.2","13.8"
