Year, Month, Monthly_MSL, Unverified, Linear_Trend, High_Conf., Low_Conf.
1957,7,-0.079,,-0.102,-0.093,-0.110,
1957,8,-0.106,,-0.101,-0.093,-0.110,
1957,9,-0.120,,-0.101,-0.093,-0.110,
1957,10,-0.068,,-0.101,-0.092,-0.109,
1957,11,-0.066,,-0.101,-0.092,-0.109,
1957,12,-0.082,,-0.100,-0.092,-0.109,
1958,1,0.061,,-0.100,-0.092,-0.109,
1958,2,-0.010,,-0.100,-0.091,-0.108,
1958,3,0.114,,-0.100,-0.091,-0.108,
1958,4,0.027,,-0.099,-0.091,-0.108,
1958,5,-0.093,,-0.099,-0.091,-0.107,
1958,6,-0.081,,-0.099,-0.090,-0.107,
1958,7,-0.085,,-0.098,-0.090,-0.107,
1958,8,-0.078,,-0.098,-0.090,-0.107,
1958,9,-0.068,,-0.098,-0.090,-0.106,
1958,10,-0.037,,-0.098,-0.089,-0.106,
1958,11,-0.075,,-0.097,-0.089,-0.106,
1958,12,-0.079,,-0.097,-0.089,-0.105,
1959,1,,,-0.097,-0.089,-0.105,
1959,2,-0.174,,-0.097,-0.088,-0.105,
1959,3,,,-0.096,-0.088,-0.104,
1959,4,,,-0.096,-0.088,-0.104,
1959,5,,,-0.096,-0.087,-0.104,
1959,6,,,-0.095,-0.087,-0.104,
1959,7,,,-0.095,-0.087,-0.103,
1959,8,,,-0.095,-0.087,-0.103,
1959,9,-0.120,,-0.095,-0.086,-0.103,
1959,10,-0.068,,-0.094,-0.086,-0.102,
1959,11,-0.121,,-0.094,-0.086,-0.102,
1959,12,-0.058,,-0.094,-0.086,-0.102,
1960,1,-0.040,,-0.093,-0.085,-0.102,
1960,2,-0.025,,-0.093,-0.085,-0.101,
1960,3,-0.033,,-0.093,-0.085,-0.101,
1960,4,-0.074,,-0.093,-0.085,-0.101,
1960,5,-0.035,,-0.092,-0.084,-0.100,
1960,6,-0.057,,-0.092,-0.084,-0.100,
1960,7,-0.064,,-0.092,-0.084,-0.100,
1960,8,-0.069,,-0.092,-0.084,-0.099,
1960,9,-0.071,,-0.091,-0.083,-0.099,
1960,10,-0.053,,-0.091,-0.083,-0.099,
1960,11,-0.103,,-0.091,-0.083,-0.099,
1960,12,-0.107,,-0.090,-0.083,-0.098,
1961,1,-0.092,,-0.090,-0.082,-0.098,
1961,2,-0.010,,-0.090,-0.082,-0.098,
1961,3,0.016,,-0.090,-0.082,-0.097,
1961,4,0.021,,-0.089,-0.081,-0.097,
1961,5,-0.059,,-0.089,-0.081,-0.097,
1961,6,-0.103,,-0.089,-0.081,-0.097,
1961,7,-0.070,,-0.088,-0.081,-0.096,
1961,8,-0.124,,-0.088,-0.080,-0.096,
1961,9,-0.071,,-0.088,-0.080,-0.096,
1961,10,-0.047,,-0.088,-0.080,-0.095,
1961,11,-0.051,,-0.087,-0.080,-0.095,
